62003016	Faith	Daran haben wir die Liebe erkannt , daß er sein Leben für uns hingegeben hat ; so sind nun auch wir verpflichtet , das Leben für die Brüder hinzugeben .
43013001	Grace	Vor dem Passahfest aber , da Jesus wohl wußte , daß für ihn die Stunde gekommen sei , aus dieser Welt zum Vater hinüberzugehen , bewies er den Seinen , die in der Welt waren , die Liebe , die er ( bisher ) zu ihnen gehegt hatte , bis zum letzten Augenblick .
58003017	Sin	Und wer waren die Leute , über die er vierzig Jahre lang entrüstet gewesen ist ? Doch wohl die , welche gesündigt hatten und deren Glieder ( dann ) in der Wüste zerfallen sind .
60001014	Recommendation	Als gehorsame ( Gottes - ) Kinder gestaltet euer Leben nicht nach den Lüsten , die ihr früher während ( der Zeit ) eurer Unwissenheit gehegt habt ,
45011032	Grace	Denn Gott hat alle zusammen in Ungehorsam verschlossen , um allen Erbarmen widerfahren zu lassen .
66006006	Description	und ich hörte , wie eine Stimme mitten unter den vier Lebewesen sagte : » Ein Speisemaß ( oder : Tagmaß ) Weizen für einen Denar und drei Speisemaß Gerste für einen Denar ! Doch dem Öl und dem Wein darfst du keinen Schaden zufügen ! «
59004010	Recommendation	Demütigt euch vor dem Herrn , so wird er euch erhöhen !
44017031	Grace	denn er hat einen Tag festgesetzt , an welchem er den Erdkreis mit Gerechtigkeit richten will durch einen Mann , den er dazu ausersehen und den er für alle durch seine Auferweckung von den Toten beglaubigt hat . «
43019002	Description	dann flochten die Soldaten eine Dornenkrone , setzten sie ihm aufs Haupt und legten ihm einen scharlachroten Mantel um ;
54005014	Recommendation	Es ist daher mein Wille , daß die jüngeren ( Witwen wieder ) heiraten , Mütter werden , ihrem Haushalt vorstehen und dem Widersacher keinen Anlaß zu übler Nachrede geben ;
43014011	Faith	Glaubet mir , daß ich im Vater bin und der Vater in mir ist ; wo nicht , so glaubt doch um der Werke selbst willen ! «
66020014	Violence	hierauf wurden der Tod und das Totenreich in den Feuersee geworfen . Dies ist der zweite ( d.h. endgültige ) Tod , nämlich der Feuersee ;
58009026	Description	sonst hätte er ja seit Erschaffung der Welt oftmals leiden müssen . So aber ist er nur einmal am Ende der Weltzeiten offenbar geworden ( oder : erschienen ) , um die Sünde durch sein Opfer aufzuheben ( = zu beseitigen ) .
44013018	Description	Während einer Zeit von ungefähr vierzig Jahren hat er sie dann in der Wüste mit schonender ( = geduldiger ) Liebe getragen ,
46011033	Recommendation	Darum , meine Brüder , wenn ihr zum Essen ( = zum heiligen Mahle ) zusammenkommt , so wartet aufeinander !
