text,actual_category,predicted_category,logprob
"ఉత్పరివర్తనం కొత్త జన్యు వైవిధ్యాన్ని జోడిస్తుంది, మరియు ఎంపిక దానిని వ్యక్తమైన వైవిధ్యాల పూల్ నుండి తొలగిస్తుంది.",science/technology,sports,-2513.96044921875
"అనేక ప్రోటాన్లు, న్యూట్రాన్లతో ఒక కేంద్రకాన్ని ఒకే దగ్గర ఉంచడానికి తీసుకునే శక్తి అనే సూత్రంపైన విచ్ఛిత్తి బాంబు పనిచేస్తుంది.",science/technology,health,-2553.80615234375
న్యూక్లియస్ (కేంద్రకం) రెండు కణాలను కలిగి ఉంటుంది - అవి న్యూట్రాన్లు ఇంకా ప్రోటాన్లు.,science/technology,travel,-2480.32373046875
ఇది  స్థిరంగా  ఫోకల్ పొడవుతో ఉన్న లెన్సులతో  పోల్చితే నాణ్యత కలిగిన చిత్రాలను ఉత్పత్తి చేయడానికి జూమ్ లెన్సులు కి వీలు కల్పించింది.,science/technology,sports,-2559.373046875
"అనేక కారణాల వల్ల వెబ్ ప్రాక్సీల యొక్క మెరుగైన విర్మి౦చబడ్డాయి: అవి http మాత్రమే కాదు, మొత్తం ఇంటర్నెట్ ట్రాఫిక్ ను తిరిగి రూటు చేస్తున్నాయి.",science/technology,travel,-2554.1962890625
ఇంటరాక్టివ్ డిజైన్ లో మీడియా ప్రొడక్షన్ గురించి మీ ఊహలను తిరిగి మూల్యాకనం చేసి అసాధారణ మార్గాల్లో ఆలోచించడం నేర్చుకోవాల్సి ఉంటుంది.,science/technology,science/technology,-2534.62744140625
"ఇది సాధారణ ఆచారంగా మారింది, కానీ ఇనుము బండ్ల యొక్క చెక్క చక్రాలపై మరింత అరుగుదల కలిగించింది.",science/technology,science/technology,-2532.37890625
ముప్పై ఆడ సింహాలు మరియు పిల్ల కూనలతో కలిసి 1 నుండి 3 మగ సింహాలు జతకూడి సమూహాలుగా తయారవుతాయి.,science/technology,travel,-2532.31494140625
"AI సైన్స్ ఫిక్షన్ యొక్క బలమైన కాన్నోటేషన్ ను కలిగి ఉన్నప్పటికీ, AI కంప్యూటర్ సైన్స్ యొక్క చాలా ముఖ్యమైన శాఖను ఏర్పరుస్తుంది, ఒక యంత్రంలో ప్రవర్తన, అభ్యసన ఇంకా తెలివైన అనుసరణను కలిగి ఉంటుంది.",science/technology,science/technology,-2603.7744140625
ఈ ఫార్మాట్ యొక్క కారక నిష్పత్తి (సరళమైన పూర్ణాంక నిష్పత్తిని పొందడానికి పన్నెండుతో భాగించడం) కాబట్టి 3: 2 గా చెప్పబడింది.,science/technology,science/technology,-2553.557861328125
