text,actual_category,predicted_category,logprob
"Мутация жаңы генетикалык түрдү кошот, ал эми тандоо аны билинген түрлөрдөн чыгарат.",science/technology,sports,-4240.8916015625
Атом бомбасы нейтрондор жана протондор менен ядрону бириктирүү үчүн кубат талап кылынат деген принциптин негизинде иштейт.,science/technology,health,-4353.419921875
Ядро 2 бөлүктөн — нейтрон менен протондон турат.,science/technology,politics,-4215.30859375
Муну менен зум-объективдер бекитилген оптикалык аралыгы менен объективдер тарткан сапаттагы сүрөттөрдү тартуу мүмкүнчүлүгүн алды.,science/technology,entertainment,-4352.9052734375
"Алар веб проксилерге караганда бир катар себептен улам артыкчылыктуу: Алар http’ни гана эмес, Интернет трафиктин баарын кайрадан багытташат.",science/technology,politics,-4372.416015625
"Интерактивдүү дизайн менен алектенүү үчүн, медиа өндүрүшү боюнча божомолдоруңузду кайрадан карап чыгып, сызыктуу эмес түрдө ойлонгонду үйрөнүшүңүз керек.",science/technology,sports,-4478.4814453125
"Муну көпчүлүк адамдар колдоно башташкан, бирок темирдин айынан вагондордун жыгачтан жасалган дөңгөлөктөрү жешилген.",science/technology,politics,-4377.83740234375
Прайддар бирден үчкө чейин тектеш бойго жеткен эркектерден жана отуз ургаачы менен балдарынан турат.,science/technology,travel,-4322.783203125
"Жасалма интеллектте илимий фантастиканын мааниси чоң болгону менен, жасалма интеллект машинанын интеллектуалдуу адаптациясы, окуу жана жүрүм-туруму менен байланышкан компьютердин илимдердин өтө маанилүү тармагын түзөт.",science/technology,sports,-4543.419921875
Бул форматтын капталдарынын катышы (толук сандуу катышты алуу үчүн он экиге бөлүү керек) 3:2 барабар.,science/technology,entertainment,-4275.68017578125
Жалпысынан спутниктик телефон уюлдук телефондун ордун алмаштыра албайт. Спутникке тышка чыгып ачык жерде туруп телефон чалыш керек болот.,science/technology,politics,-4381.2568359375
"Ат менен жүрүүчү арабалар жыгачтын параллелдүү жайгашкан тактайларынан гана турса дагы, алар аттарга күнү бою жөнөкөй өңгүл-дөңгүл жолдорго караганда жүктү тартып ылдамдыкка жетүүгө жана оор жүктөрдү ташууга мүмкүндүк берген.",science/technology,health,-4601.255859375
"Адамдар негизги химиялык элементтерди, мисалы, алтынды, күмүштү жана жезди байыртадан бери эле билишкен, себеби алардын баары табиятта түпнуска түрүндө табылат жана эң жөнөкөй куралдар менен казылып алынат.",science/technology,health,-4509.9912109375
