text,actual_category,predicted_category,logprob
"Li mutazzioni agghiunciono novi variazzioni ginètichi, e la selezzioni a leva dû gruppu dî variazzioni espressi.",science/technology,sports,-4077.87255859375
La bumma a fissioni funonzia ncapu lu prinzipiu ca serbi enirgìa pi mèttiri nzemi nu nucliu cu tanti prutuna e niutruna.,science/technology,health,-4155.64453125
Lu nucliu è fattu di dui particeḍḍi - niutruna e prutuna.,science/technology,travel,-3997.721435546875
Chistu pirmittìu ê lenti pû zoom ri criàri immàggini ri na qualità comu chiḍḍa ri lenti ca lunghìzza focàli fissa.,science/technology,sports,-4171.5419921875
"Sunnu megghiu dî proxy web pi tanti mutivi: rimànnanu tuttu lu tràficu Internet, no sulu lu tràficu http.",science/technology,travel,-4074.33984375
U prugettu intirattivu voli ca tu valuti i to canuscenzi pa produzzioni ri midia e t’impari a pinsari nta na manera non liniari.,science/technology,sports,-4173.341796875
"Addivintau na cosa comuni, ma lu ferru causava cchiù assài usura dû lignu dî roti dî vaguna.",science/technology,sports,-4076.503173828125
"Li mànnari su cumposti d’unu nzinu a tri màsculi già crisciuti e mparintati, ortri ca insèmmula a trenta fìmmini e picciriḍḍi.",science/technology,travel,-4183.9287109375
"Macari ca l’NA àvi na forti cunnutazzioni di fantascienza, l’NA è na vranca assai mpurtanti da nfurmàtica, ca tratta li cumpurtamenti, l’apprinnimentu e l’adattamentu ntilliggenti dintra a na màchina.",science/technology,science/technology,-4289.21728515625
I rilazzioni ri stu furmatu (dividennu pi dudici p’ottiniri a rilazzioni ccu nùmmuru interu cchiù simplice) si difinisci picciò 3:2.,science/technology,sports,-4108.0419921875
"Lu tilèfunu satillitari nun è n’autirnativa pû cillulari, picchì pi fari na chiamata t’ài a truvari a l’apertu e vìdiri chiaramenti lu satèlliti.",science/technology,politics,-4232.87158203125
"Cu tuttu ca li carrozzi èranu fatti di tàvuli di lignu paralleli, li cavaḍḍi li putèvanu tirari e accusì purtàvanu càrrichi cchiù granni e jivanu cchiù veloci rispettu a chiḍḍi strati n'anticchia cchiù stirrati di tannu.",science/technology,health,-4292.98046875
"Li genti canùscinu l’elimenti chìmici bàsici comu l’oru, l’argentu e lu brunzu dî tempi antichi, vistu ca tutti chisti ponnu èssiri truvati ntâ natura ntâ so furma nativa e sunnu rilativamenti sìmplici di cavari cu strumenti primitivi.",science/technology,health,-4300.8515625
La rota canciàu lu munnu nna na manèra incridibbili. La cosa cchiù rossa câ rota fici pi nui è dari trasportu cchiù facili e velòci.,science/technology,politics,-4142.2763671875
Chistu pi èssiri sicuri ca a mmàggini cummogghia tuttu lu schermu. Na lingua ngrisi si chiama overscan (suprascanziuni).,science/technology,science/technology,-4099.8251953125
Li suttamarini tidischi ièranu chiamati U-Boats. I tidischi ièrunu assài bravi a navigari e purtari i so suttamarini.,science/technology,travel,-4088.615478515625
"Puru si lu so statu fìsicu po canciari, lu so statu chìmicu resta lu stissu.",science/technology,politics,-4049.155517578125
La tinsiuni dâ superfìci si virifica picchì li muleculi d’acqua ntâ superficî di l’acqua sunnu assài attratti l’una cu l’autra cchiù di quantu sunnu attratti dî muleculi d’aria supra.,science/technology,science/technology,-4174.92724609375
Unu dî probblemi cchiù fàcili di ncuntrari quannu si voli cunvèrtiri 'n film ntô furmatu DVD è l’overscan (suprascanziuni).,science/technology,health,-4092.00244140625
"Supra a ttuttu, si rici ca si pò scupriri siddu nu cristianu ‘mbrògghia intirpritrannu giustaminti i micro-espressiuni.",science/technology,sports,-4151.109375
L’oru pò essiri lavuratu ntâ ogni tipu di forma. Pò essiri sutulatu ntâ formi picciriḍḍi.,science/technology,travel,-4104.501953125
"Lu sistema NA è spissu adupratu ntô campu di l'ecunumìa, midicina, ncignarìa e militari, è puru custruitu ntra diversi computer di casa e applicazzioni di prugrammi pi vidiujochi.",science/technology,science/technology,-4215.361328125
"Veni ancuora fatta oggi, ma suprattuttu i so rilazzioni ri aspettu foru pigghiati ri furmati rî sensuri ri immàggini râ màchina fotugràfica diggitali.",science/technology,science/technology,-4179.2861328125
A règula assài sfruttata e spissu ridiculizzata rî terzi è sulu na lìnia guida pi criari nu dinamismu mentri ca si teni na misura d’òrdini nta na immàggini.,science/technology,sports,-4205.29345703125
"Chistu conferma non sulu ca almenu quarchi dinosàuru avìa li pinni comu l'aceḍḍi, na teorìa già untuata, ma duna macari particulari ca normalmenti  li fossili non ponu dari, comu lu culuri e na rappresentaziuni a tri diminzioni.",science/technology,politics,-4331.1533203125
"Comu facissi la forza di gravità di Io pi tiràrimi? Siḍḍu tu fussi supra la superfici dû Io, pisassi cchiù picca di quantu pisi supra la Terra.",science/technology,science/technology,-4136.69921875
NextGen è nu sistema ca secunnu la FAA pimmittirìa a l’aèrii di fari percursi cchiù curti e sarbari miliùna di litri di carburanti ogni annu e ridurri l’emissiùna di carbòniu.,science/technology,travel,-4244.8369140625
Li dati neurobiològgichi furnìsciunu li provi fìsichi pi l’approcciu tiòricu â mmistigazzioni dâ cugnizzioni. Adunca strinci e duna cchiù pricisioni all’aria di ricerca.,science/technology,science/technology,-4219.349609375
"Duranti lu so discursu di 2 uri dissi ca “Oggi Apple mmenta n’autra vota lu telèfunu, oggi scrivemu la storia”.",science/technology,travel,-4077.4501953125
U svantàggiu ri lenti pû zoom è ca cumplessità focàli e lu nùmmaru ri l’elementi ri lenti ca serbonu p’arrivàri a na seri ri lunghizzi focali è cchiù àvutu ri chiddu pi l’obbiettìvi focali.,science/technology,politics,-4315.2783203125
"Lu controller, ca rassumìgghia a nu telecumannu di na televisioni, usa dui sinsuri pusizziunati vicinu â televisioni di l’utenti pi triangulàri la so posizzioni ntô spàzziu tridimensiunali.",science/technology,science/technology,-4213.103515625
"Li scinziati dìcunu ca li pinni di chisti armali èrunu marruni-castagna ê punti, ccu na tinta d' aranciu nna parti d'intra.",science/technology,sports,-4128.1416015625
"Li du' cumposti riaggìsciunu unu cu l’autru pi furmari li cristaḍḍi ca ponnu bluccari la funzioni dî reni, dìssiru li ricircaturi di l’università.",science/technology,science/technology,-4207.39794921875
Stu furmatu offri na risuluzzioni di quasi quattru voti di chiḍḍa cu un nigativu di 35 mm (3136 mm2 rispettu a 864).,science/technology,science/technology,-4104.8251953125
"Grazzi â fibbra òttica sutta a lu mari lu cavu cunnetti l’Europa cu lu satèlliti a banna larga, a Gruelannia è cunnissa bona cu lu 93% dâ pupulazzioni ca àvi accessu a l’internet.",science/technology,sports,-4221.3798828125
"Una di l’applicazzioni cchiù mpurtanti dâ catigurìa è Google Translate, chi traduci puru fora linia doppu ca si scarricaru li dati dâ lingua chi si voli.",science/technology,health,-4114.3525390625
"Àvi la stissa struttura muleculari comu gas, lìquidu, o sòlidu.",science/technology,travel,-4015.36328125
"L’usu dâ rigistrazzioni vidiu purtò a tanti scuperti ‘mpurtanti nta l’interpetrazzioni dî micro-espressioni, li muvimenti dâ facci ca dùranu picca millisicunna.",science/technology,sports,-4195.42431640625
L’umani crìanu e ùsanu lenti di ngrannimentu di migghiara e migghiara d’anni.,science/technology,travel,-4034.859130859375
"Nun è l'ùnicu: puru la spirimintazzioni, e nu spirimentu è na prova ca si usa p'eliminari una u cchiù assai ipòtisi pussìbbili, addumannari, e fari ussirbazzioni cunnùcinu la ricerca sciintìfica.",science/technology,politics,-4289.1298828125
"Â fini, li roti di lignu foru canciati pi chiḍḍi di ferru. Ntô 1767 cumparìu la prima ferrovìa fatta tutta di ferru.",science/technology,science/technology,-4086.462158203125
"Mentri la majurìa di sti schedi sunnu boni pi tilifunari unn'è-è, cert'uni òffrinu tariffi cumminenti pi tilifunari 'n pajisi spicìfici.",science/technology,sports,-4175.4169921875
La majurìa dî teliscopi di ricerca muderni sunnu strutturi enormi ca si tròvanu nna zoni rimoti cu boni cunnizzioni atmusfèrici.,science/technology,science/technology,-4128.1689453125
L’agu d’ azzàru gallìggia supra l’acqua a causa dâ tinsiòni dâ superfìci.,science/technology,travel,-4040.302001953125
U furmatu chiamatu 35mm fa cunfùnniri nanticchia picchì in virità è largu 36mm pì 24mm d'autizza.,science/technology,travel,-4098.94140625
"Li cèlluli sunnu accussì bàsichi e mpurtanti pi studiari la vita, ca spissu sunnu chiamati “li maduna dâ vita”.",science/technology,sports,-4094.232177734375
Li furnitura di VPN (Virtual Private Network) pirsunali sunnu na manera pirfetta pi ngannari la cinzura pulìtica e li firtri giugràfici cummirciali dî ndrizzi IP.,science/technology,travel,-4151.3681640625
"La stazziòni mantinìu la so attitudini, nustanti la pèrdita di nu giruscòpiu prima ntâ missiuni dâ stazzioni spazziali, 'nzinu â fini dâ camminata spazziali.",science/technology,travel,-4170.10205078125
"Aviri chistu modu di rappresentazzioni voli diri aviri una manera di pinsari lòggica. Li cristiani chi pènsunu d'accussì s' arricòrdunu li schemi tècnici, arrisòlvunu probblemi e travàgghiunu ccu esami scientìfici.",science/technology,politics,-4286.0537109375
"A l’ocilottu piaci manciari animali nichi. Càcciunu scimmi, sirpenti, rudituri e aceḍḍi si ponnu. Quasi tutti l’armali ca càccia l’ocilottu sunnu cchiù nichi di iḍḍu.",science/technology,science/technology,-4212.169921875
"Certi fotucàmmari cu piḍḍìcula di furmatu minzanu ùsanu un furmatu di 6 pi 6 cm, cchiù pricisamenti un nigativu di 56 pi 56 mm.",science/technology,sports,-4181.87744140625
Si cunzigghia ê viaggiatura di èssiri nfurmati ncapu ê rìsichi dû malu tempu ntâ zona chi vonnu visitari picchì li piani di viaggiu putìssiru canciari.,travel,sports,-4170.80517578125
"L’autubbussi pàrtinu dâ stazzioni di l'autubussi ntirdistrittuali (di l’autra parti dû ciumi) duranti lu jornu, e cchiù, suprattuttu chiḍḍi ca vannu nta l’est e a Jakar/Bumthang parti n'autra i 06:30 i i 07:30.",travel,sports,-4311.3125
"Òffrinu cchiù stabbilità ô cavaleri, ma ponnu aviri prubblemi di sicurizza picchì li pedi dî cavaleri ponnu arristari bluccati.",travel,politics,-4103.7158203125
"La majurìa dî carattarìstichi cruceri bàrtici cumprìnninu na sosta longa a Santu Petrubburgu, â Russia.",travel,politics,-4110.7861328125
"Lu cunzigghiu prisupponi ca li viaggiatura nun arròbbanu, nun tràsinu ntê prupità privati, nun partìcipanu ô mircatu nìguru, nun addumànnanu a limòsina o nun sfrùttanu l’autri cristiani nna n'autra manera pû so propiu guadagnu.",travel,travel,-4392.474609375
Cci sunnu tanti cosi di tèniri ‘n cunsidirazzioni prima e duranti lu viaggiu nna quarchi postu.,travel,health,-4045.73193359375
"Ntâ calura dû jornu, li turisti ponnu aviri miraggi ca dùnanu l’illusiuni di vìdiri l’acqua (o autri cosi).",travel,science/technology,-4097.18505859375
"Li famigghi cu picciriḍḍi nichi sunnu rari, ma certi ustelli ci pirmèttinu d’alluggiari nta stanzi privati.",travel,sports,-4108.8203125
