text,translated_text,clean_output
"Muuteshiniin garaagarummaa sanyiitti dabala, akkasumas filannoon kuufama sanyiiwwan adda addaa ibsaman keessaa isa baasa.","West Central Oromo: Muuteshiniin garaagarummaa sanyiitti dabala, akkasumas filannoon kuufama sanyiiwwan adda addaa ibsaman keessaa isa baasa. 
English:: Central Oromo: A former minister has been arrested, allegedly for embezzling millions of dollars from the state coffers.",": Central Oromo: A former minister has been arrested, allegedly for embezzling millions of dollars from the state coffers."
Boombiin faca’aan seera niwuukilasii pirotoonii fi niwuutiroonii walitti makuuf anniisaa fudhata jedhu irratti hojjata.,"West Central Oromo: Boombiin faca’aan seera niwuukilasii pirotoonii fi niwuutiroonii walitti makuuf anniisaa fudhata jedhu irratti hojjata. 
English:: The researchers at the University of Central Oklahoma have discovered a new type of radioactivity that they call a protoni-photonium ion.",: The researchers at the University of Central Oklahoma have discovered a new type of radioactivity that they call a protoni-photonium ion.
Niwukilasiin paartikiloota lama qabateera - niwutiroonotaa fi pirootoonota.,"West Central Oromo: Niwukilasiin paartikiloota lama qabateera - niwutiroonotaa fi pirootoonota. 
English:: Central Oromo: The Central Oromo Party (C.O.P.) is a political party in Ethiopia.",is a political party in Ethiopia. : Central Oromo: The Central Oromo Party (C.O.P.)
Kuni leensonni guddisoon suuraawwan sadarkaa isaanii eegan kanneen lensoota ilaalcha xiyyeefanno dheerinni isaa murtaa’e qaban waliin walmadaalan oomishuu isaan dandeessiseejira.,"West Central Oromo: Kuni leensonni guddisoon suuraawwan sadarkaa isaanii eegan kanneen lensoota ilaalcha xiyyeefanno dheerinni isaa murtaa’e qaban waliin walmadaalan oomishuu isaan dandeessiseejira. 
English:: Central Oromo: The Central Oromo people have been protesting for over a week against the construction of a power plant in their territory.",: Central Oromo: The Central Oromo people have been protesting for over a week against the construction of a power plant in their territory.
"Sababoota hedduu pirooksiiwwan weebiihunda caalanidha: Irraa deebiin root godhanii Tiraafiika inteerneta, http qofa miti.","West Central Oromo: Sababoota hedduu pirooksiiwwan weebiihunda caalanidha: Irraa deebiin root godhanii Tiraafiika inteerneta, http qofa miti. 
English:: Central Ethiopia: A new type of internet service provider has been launched in the Central Ethiopia. The service provider is called Irraa, which is a proxy server for the Tiraafiika network, a type of internet service provider.","The service provider is called Irraa, which is a proxy server for the Tiraafiika network, a type of internet service provider. : Central Ethiopia: A new type of internet service provider has been launched in the Central Ethiopia."
Saxaxin haasoo tilmaami waayee oomisha miidiyaa kee irra deebiin akka ilaaltuu fi karaa baratameen ala akka yaaduu bartu barbaada,"West Central Oromo: Saxaxin haasoo tilmaami waayee oomisha miidiyaa kee irra deebiin akka ilaaltuu fi karaa baratameen ala akka yaaduu bartu barbaada 
English:: The Central Oromo region: The Saxaxin tribe has not been able to produce any new music since the end of the last century and the beginning of the present one.",: The Central Oromo region: The Saxaxin tribe has not been able to produce any new music since the end of the last century and the beginning of the present one.
"Kuni shaakala yagutoo ta’e, garuu sibiilli aayiranii gommaawwan gaarii san irratti miidhaa caalu fide.","West Central Oromo: Kuni shaakala yagutoo ta’e, garuu sibiilli aayiranii gommaawwan gaarii san irratti miidhaa caalu fide. 
English:: Central Oromo: A train derailed in the middle of the night, killing at least six people and injuring dozens more.",": Central Oromo: A train derailed in the middle of the night, killing at least six people and injuring dozens more."
"Gurmiin leencotaa kormawwan walitti siqan tokko hanga sadii , dabalataan dhalaawwanii fi kubuleewwan baayyee hamma soddomaa tahan irraa ijaarama.","West Central Oromo: Gurmiin leencotaa kormawwan walitti siqan tokko hanga sadii, dabalataan dhalaawwanii fi kubuleewwan baayyee hamma soddomaa tahan irraa ijaarama. 
English:: Central Oromo: The Gurmiin party has won the elections, but the ruling party has not been able to form a government.",": Central Oromo: The Gurmiin party has won the elections, but the ruling party has not been able to form a government."
"Al barreeffama kalaqa sammuu saayinsiitiif hiika cimaa haa qabaatu iyyuu malee, Al damee saayinsii koompiitaraa baay’ee barbaachisaa ta’ee argama, amala, baruufi barsiifata sammuu cimaa kan maashinii ilaallata.","West Central Oromo: Al barreeffama kalaqa sammuu saayinsiitiif hiika cimaa haa qabaatu iyyuu malee, Al damee saayinsii koompiitaraa baay’ee barbaachisaa ta’ee argama, amala, baruufi barsiifata sammuu cimaa kan maashinii ilaallata. 
English:: The Central Oromo region is one of the poorest in Ethiopia, with a literacy rate of only 29.6%.",": The Central Oromo region is one of the poorest in Ethiopia, with a literacy rate of only 29.6%."
Hariiroon boca waan kanaa(kudha lamaaf hiruudhaan lakkoofsa hundaa isa xiqqaa argachuun ni danda’ama) kanaafu kana jechuunis 3:2 dha.,"West Central Oromo: Hariiroon boca waan kanaa(kudha lamaaf hiruudhaan lakkoofsa hundaa isa xiqqaa argachuun ni danda’ama) kanaafu kana jechuunis 3:2 dha. 
English:: Central African Oromo: Hariiroon boca waan kanaa(kudha lamaaf tigaudhaan lakkoofsa hundaa isa xiqqaa argachuun ni danda’ama) kanaafu kana jechuunis 3:2 dha.",: Central African Oromo: Hariiroon boca waan kanaa(kudha lamaaf tigaudhaan lakkoofsa hundaa isa xiqqaa argachuun ni danda’ama) kanaafu kana jechuunis 3:2 dha.
"Walumaagalatti, bilbila bilbiluuf saatalaayitiif argama qulqulluu keessa seenuuf manaa alatti fudhattee bahuu waan qabduuf, bilbilli saatalayitii bakka buusaa bilbila mobaayilaa miti,","West Central Oromo: Walumaagalatti, bilbila bilbiluuf saatalaayitiif argama qulqulluu keessa seenuuf manaa alatti fudhattee bahuu waan qabduuf, bilbilli saatalayitii bakka buusaa bilbila mobaayilaa miti, 
English:, The Central Oromo region: The Walumaagalatti, a mountainous region in the north of Ethiopia, is home to the highest peak in the country, Mount Ararat, and has been a popular destination for mountaineers since ancient times,",", The Central Oromo region: The Walumaagalatti, a mountainous region in the north of Ethiopia, is home to the highest peak in the country, Mount Ararat, and has been a popular destination for mountaineers since ancient times,"
"Yoodhuma daandiiwwan gaarii fardeeniin harkifamanii mukoota tarree naqaman irraa hojjetaman iyyuu, karaa bu’aa ba’ii qabu kan duraanii caalaa fardeen isaan harkisan saffisa guddaadhaan ba’aawwan ulfaatoo harkisanii fiiguu isaan dandeessiseera.","West Central Oromo: Yoodhuma daandiiwwan gaarii fardeeniin harkifamanii mukoota tarree naqaman irraa hojjetaman iyyuu, karaa bu’aa ba’ii qabu kan duraanii caalaa fardeen isaan harkisan saffisa guddaadhaan ba’aawwan ulfaatoo harkisanii fiiguu isaan dandeessiseera. 
English: Central Ethiopia: A roadside bomb exploded in the capital, Addis Ababa, killing at least one person and injuring several others.","Central Ethiopia: A roadside bomb exploded in the capital, Addis Ababa, killing at least one person and injuring several others."
"Namootni waa’ee elemantii keemikaalaa beekamoo kan akka warqee, meetii, fi kooparii kan ittin boharan, akkuma isaan kun umaaman argaman bakka ummamaatti akkasuma kan salphaatti ba’uu danda’aani meeshaale argamu danda’anii waan ta’eef baraniiru.","West Central Oromo: Namootni waa’ee elemantii keemikaalaa beekamoo kan akka warqee, meetii, fi kooparii kan ittin boharan, akkuma isaan kun umaaman argaman bakka ummamaatti akkasuma kan salphaatti ba’uu danda’aani meeshaale argamu danda’anii waan ta’eef baraniiru. 
English: Central Oromo: The nomadic tribes of the Central Oromo have been wandering in search of food, water, and furs since the dawn of time.","Central Oromo: The nomadic tribes of the Central Oromo have been wandering in search of food, water, and furs since the dawn of time."
Masakni karaa hin tilmaamamneen addunyaa jijjiireeaa. Waan guddaan masaknii nuuf godhe geejjiba baay’ee salphisuu fi baay’ee saffisaa nuuf taasisuu isaati.,"West Central Oromo: Masakni karaa hin tilmaamamneen addunyaa jijjiireeaa. Waan guddaan masaknii nuuf godhe geejjiba baay’ee salphisuu fi baay’ee saffisaa nuuf taasisuu isaati. 
English:: Central Somali: The Somali language is a Semitic language. It is closely related to the Berber language spoken in the north and the Arabic language spoken in the south.",: Central Somali: The Somali language is a Semitic language. It is closely related to the Berber language spoken in the north and the Arabic language spoken in the south.
Kun suurichi guutuu iskiriinii akka haguuge mirkaneessuuf kan tolfameedha. Sun garmalee iskaan gochuu jedhama.,"West Central Oromo: Kun suurichi guutuu iskiriinii akka haguuge mirkaneessuuf kan tolfameedha. Sun garmalee iskaan gochuu jedhama. 
English:: Central Oromo: A small village in the north of the country.",: Central Oromo: A small village in the north of the country.
Dooniin bishaan keessaa Jarmani Doonii-U jedhama. Jarmanoonni doonii bishaan isaanii imalchiisuu fi hojjachiisuu irratti baay’ee gaariidha.,"West Central Oromo: Dooniin bishaan keessaa Jarmani Doonii-U jedhama. Jarmanoonni doonii bishaan isaanii imalchiisuu fi hojjachiisuu irratti baay’ee gaariidha. 
English:: Central Ethiopia: The Dooni River is a tributary of the Ura River.",: Central Ethiopia: The Dooni River is a tributary of the Ura River.
"Yooma haalli fiizikaalawaan isaa jijjiirame iyyuu, haalli keemikaalawaan isaa immoo akkuma duraaniitti ta’a.","West Central Oromo: Yooma haalli fiizikaalawaan isaa jijjiirame iyyuu, haalli keemikaalawaan isaa immoo akkuma duraaniitti ta’a. 
English:: Central Oromo: Yooma has recorded a rainfall of over 1,000 millimetres in the past three months, while the nearby station of Kajuru has recorded over 1,200 millimetres.",": Central Oromo: Yooma has recorded a rainfall of over 1,000 millimetres in the past three months, while the nearby station of Kajuru has recorded over 1,200 millimetres."
Walharkisi irrakeessa bishaanii kan inni uumamuuf moleekiyuulonni bishaanii irrakeessatti argaman moleekiyuulota qilleensaa isaan gararraatti argaman caalaa humna cimaadhaan gara walii walii isaaniitti waan harkifamaniifidha.,"West Central Oromo: Walharkisi irrakeessa bishaanii kan inni uumamuuf moleekiyuulonni bishaanii irrakeessatti argaman moleekiyuulota qilleensaa isaan gararraatti argaman caalaa humna cimaadhaan gara walii walii isaaniitti waan harkifamaniifidha. 
English:: Central Oromo: The police have arrested a man suspected of being involved in the theft of a mobile phone belonging to a police officer.",: Central Oromo: The police have arrested a man suspected of being involved in the theft of a mobile phone belonging to a police officer.
Rakkoowwan beekamoo gaafa fiilmii gara DVDtti jijjiiran jiru keessaa inni tokko humnaa ol iskaanii gochuudha .,"West Central Oromo: Rakkoowwan beekamoo gaafa fiilmii gara DVDtti jijjiiran jiru keessaa inni tokko humnaa ol iskaanii gochuudha. 
English:: Central Oromo: The movie was released in DVD format in two different versions.",: Central Oromo: The movie was released in DVD format in two different versions.
"Addumaan, ibsawwan xixiqqoo sirriitti hiikuudhaan namni tokko sobaa jiraachuu isaa adda baasuun ni danda’ama jedhamee falmama.","West Central Oromo: Addumaan, ibsawwan xixiqqoo sirriitti hiikuudhaan namni tokko sobaa jiraachuu isaa adda baasuun ni danda’ama jedhamee falmama. 
English:: Central Oromo: Addumaan, ibsawwan xixiqqoo sirriitti hiikuudhaan namni tokko sobaa jiraachuu isaa adda baasuun ni danda’ama jedhamee falmama.",": Central Oromo: Addumaan, ibsawwan xixiqqoo sirriitti hiikuudhaan namni tokko sobaa jiraachuu isaa adda baasuun ni danda’ama jedhamee falmama."
Warqeen boca hedduutiin hojjetamu danda’a. Bocawwan xixiqqootti gadi deebifamuu danda’a.,"West Central Oromo: Warqeen boca hedduutiin hojjetamu danda’a. Bocawwan xixiqqootti gadi deebifamuu danda’a. 
English:: Central Somali: The warqeen are the traditional owners of the land. The shepherds are the traditional owners of the cattle.",: Central Somali: The warqeen are the traditional owners of the land. The shepherds are the traditional owners of the cattle.
"Akkuma koompiyutara mana keessaa hedduu keessattii fi fayyadama mosaajjiiwwan tapha viidiyoo keessatti hojjetametti sirni Al amma yeroo baayee gosa barnootaa akka og-dinagdee, fayyaa, ijaarsa fi humna waraanaa keessatti fayidaaf oola.","West Central Oromo: Akkuma koompiyutara mana keessaa hedduu keessattii fi fayyadama mosaajjiiwwan tapha viidiyoo keessatti hojjetametti sirni Al amma yeroo baayee gosa barnootaa akka og-dinagdee, fayyaa, ijaarsa fi humna waraanaa keessatti fayidaaf oola. 
English:: Central Oromo: A computer hacker has stolen thousands of dollars from the bank account of the Oromo leader, Al amma, and posted the video on YouTube, demanding ransom.",": Central Oromo: A computer hacker has stolen thousands of dollars from the bank account of the Oromo leader, Al amma, and posted the video on YouTube, demanding ransom."
"Har’as ni qophaa’a, garuu baayyee barbaachisaan, reeshoon haalasaa qabiyyee si’eessituu kaameeraa fakkii dijitaalaan dhaalamee jira.","West Central Oromo: Har’as ni qophaa’a, garuu baayyee barbaachisaan, reeshoon haalasaa qabiyyee si’eessituu kaameeraa fakkii dijitaalaan dhaalamee jira. 
English:: Central Oromo: Har’as ni qophaa’a, garuu baayyee barbaachisaan, reeshoon haalasaa qabiyyee si’eessituu kaameeraa fakkii dijitaalaan dhaalamee jira.",": Central Oromo: Har’as ni qophaa’a, garuu baayyee barbaachisaan, reeshoon haalasaa qabiyyee si’eessituu kaameeraa fakkii dijitaalaan dhaalamee jira."
Baay’ee kan hammeenyaaf itti fayyadamamee fi badaa kan ta’e seerri sadeessoon qajeelcha salphaa daaynaamizimii uumaa safara tasgabbii seeraa suuraadhaan tursuudha.,"West Central Oromo: Baay’ee kan hammeenyaaf itti fayyadamamee fi badaa kan ta’e seerri sadeessoon qajeelcha salphaa daaynaamizimii uumaa safara tasgabbii seeraa suuraadhaan tursuudha. 
English:: Central Oromo: The Oromo people have been suffering from famine for a long time, since the last time the government of the Central Region of Oromia has been elected.",": Central Oromo: The Oromo people have been suffering from famine for a long time, since the last time the government of the Central Region of Oromia has been elected."
"Kun yoo xiqqaate daayinoosaroonni tokko tokko baal’ee qabaachuu isaanii, yaad-rimee isa bal’inaan beekamaa, qofa mirkaneessa utuu hinta’in, odeeffannoo gadi fagoo, kan hafteen isaanii, kanneen akka halluu fi qindoominni kallattii-sadee akka waliigalaatti mirkaneessuu hindandeenye illee ni mirkaneessa.","West Central Oromo: Kun yoo xiqqaate daayinoosaroonni tokko tokko baal’ee qabaachuu isaanii, yaad-rimee isa bal’inaan beekamaa, qofa mirkaneessa utuu hinta’in, odeeffannoo gadi fagoo, kan hafteen isaanii, kanneen akka halluu fi qindoominni kallattii-sadee akka waliigalaatti mirkaneessuu hindandeenye illee ni mirkaneessa. 
English: Central Somali: The Somali language is a Semitic language of the Afro-Asiatic branch, closely related to the Berber language. It has a complex morphology, with many loanwords from Arabic, Persian, Turkish, and English.","Central Somali: The Somali language is a Semitic language of the Afro-Asiatic branch, closely related to the Berber language. It has a complex morphology, with many loanwords from Arabic, Persian, Turkish, and English."
"Harkisi lo akkamittiin na harkisa? Yoo irra keessa lo irra dhaabatte, hanga Lafa irratti ulfaattuu gadi ulfaatta.","West Central Oromo: Harkisi lo akkamittiin na harkisa? Yoo irra keessa lo irra dhaabatte, hanga Lafa irratti ulfaattuu gadi ulfaatta. 
English:: Central Ethiopia: Is there a famine? No, the famine was in the north, not in the central region.",": Central Ethiopia: Is there a famine? No, the famine was in the north, not in the central region."
NextGen sirna FAA’n xayyaarrii daandii gabaabaa balali’uu akka danda’u gochuu qaba jechuun gaafatee fi bara baraan gaazii gaaloonii heddu kan qusatee fi lakkifama kaarboonii hambiseedha,"West Central Oromo: NextGen sirna FAA’n xayyaarrii daandii gabaabaa balali’uu akka danda’u gochuu qaba jechuun gaafatee fi bara baraan gaazii gaaloonii heddu kan qusatee fi lakkifama kaarboonii hambiseedha 
English:: NextGen is a system that would allow aircraft to fly shorter routes and save fuel, but the FAA said it has not yet decided whether to allow it to be used in the West Central Oromo region.",": NextGen is a system that would allow aircraft to fly shorter routes and save fuel, but the FAA said it has not yet decided whether to allow it to be used in the West Central Oromo region."
Qorannoo beekamtiif daataan niiwuroobaayloojikaalaan ragaa fiizikaalaa tiyoorotikaalawaan dhiyaatu ni kenna. Kanaafuu naannowaaa qorannoo dhiphisa akkasumas akka baay’isee sirrii ta’u godha.,"West Central Oromo: Qorannoo beekamtiif daataan niiwuroobaayloojikaalaan ragaa fiizikaalaa tiyoorotikaalawaan dhiyaatu ni kenna. Kanaafuu naannowaaa qorannoo dhiphisa akkasumas akka baay’isee sirrii ta’u godha. 
English:: The Central Oromo region is home to the largest and most diverse community of Oromo people. The region is also home to the largest and most diverse community of Oromo people.",: The Central Oromo region is home to the largest and most diverse community of Oromo people. The region is also home to the largest and most diverse community of Oromo people.
