index_id,category,text
993,entertainment,"Däremot har de en annan sorts skönhet och charm under vintern, då många fjällstationer får rejält med snö och erbjuder aktiviteter som skid- och snowboardåkning."
755,entertainment,"Det var på dessa hotell de rika och de berömda bodde vid den tiden, och ofta hade stora middagar och nattliv."
431,geography,"Turkiet är omgivet av hav på tre sidor: Egeiska havet i väster, Svarta havet i norr och Medelhavet i söder."
1692,geography,"Stora områden längre norrut är mycket glest befolkade, och vissa är nära nog obebodd vildmark."
1205,health,"Danielle Lantagne, FN-expert på sjukdomen, sade att utbrottet sannolikt orsakades av de fredsbevarande styrkorna."
1203,health,Innan soldaterna kom dit hade Haiti inte haft problem med sjukdomen sedan 1800-talet.
1936,politics,"1994 ledde denna konflikt till skapandet av den självutropade republiken Transnistrien i östra Moldavien, som har en egen regering och valuta men som inte erkänns av något av medlemsländerna i FN."
280,politics,"Organisatörerna sade att omkring 100 000 människor slöt upp för att protestera i tyska städer som Berlin, Köln, Hamburg och Hannover."
403,science/technology,I början av kriget färdades de för det mesta i övervattensläge men allt eftersom radarn utvecklades och blev mer exakt tvingades ubåtarna ned under ytan för att undvika att bli upptäckta.
1592,science/technology,"När kunskapen i grekiska minskade, fann sig västvärlden avskuren från sina grekiska rötter inom filosofi och vetenskap."
555,sports,"Även om den inte ger några faktiska fördelar, kan idrottare uppleva att de tycker mer om en produkt."
195,sports,Massa förväntas vara borta under åtminstone resten av 2009 års säsong.
688,travel,Besökare med kort om tid gör bäst i att spendera tiden någon annan stans.
1764,travel,"Tänk dessutom på att lukter attraherar björnar och andra vilda djur, så undvik att ha med eller tillaga mat som luktar och håll lägret rent."
