index_id,category,text
993,entertainment,"Moonte, am nanu xeeti rafetaay yu bokkul ci jamono seddaay gi, ak bërëb yu nekk ci tund yu bare di jot galas gu bare baax c wergu yaram te d joxe ay jëf jëf yu melni ski ak snowboard."
755,entertainment,"Otel yii ñoo ngi woon fi ñi am alal yi te siiw yi wara nekk, te difa reeree tek ci difa paase seeni guddi."
431,geography,"Géej moo wër Turquie ci ñatti wet : géeju Égée ci sowwu, géej gu Ñuul gi ci bëj gànnaar ak géeju Méditerranée ci sud bi."
1692,geography,Barab yu yaatu yu gëna jege bëj-ganaar ñoo gëna neewlé ay nit te yenn yi amu ñu sax nit yu fa dëkk.
1205,health,"Danielle Lantagne, bénn borom xamxamu UN ci fébar bi, waxnani saytukatu jam yi ñoo indi féebar bi."
1203,health,"Lu jiitu ñëwuk soldaar yi, Haiti amul woon ay jafejafe ci fébar bi daléko ci ati 1800 yi."
1936,politics,"Ci atum 1994, xare bile mujj na ci sàkkuteefu boppam bu Repubilik bu Transnistria ci Moldovie bu ci penku, mu am nguuram ak xaalisu boppam wante benn dëkk bu bkk ci mbootaayu xeet yi àndu ci."
280,politics,"Ñu waral xeex cono bi wax nuñu né téeméeri juniy (100 000) nitt weur nañu teru yi nekk ci Almaañ melni Berlin, Cologne, Hamburg, ak Hanover."
403,science/technology,"Ci ndorteelu xare bi, dañoo tukki jaar ci kaw géeej gi lu bare, wante ba radar yi dooree di yokku te di gëna xarañ."
1592,science/technology,"Ndém xamxamu Greek marax na, Soww gi muje na dogo ak cosanu xeltu ak xamxam yu joge Greek ."
555,sports,Gniy taggat yaram mën na ñoo yéeg ni taamunañu bénn mbiir donté amul bénn njariñ.
195,sports,Ci yoon Massa dootul bokk fileek njeexte saison 2009.
688,travel,Ay gan yu amul jot bu bari di nañ def lu ne ngir jeriño seen jot feneen.
1764,travel,"Dolici, bayil xelni péex bi day xëcc rabbu àll yi, kon moytul di yobbu wala toggu lëkk yuy xëcc ak rënkal barap bu set."
