62003016	Faith	Kiristtoosi bare shemppuwaa nu diraw aathiide immeeddawaan siiquu ayentto nuuni ereeddo ; nuunikka ammaniyaawanttu diraw , nu shemppuwaa aathiide immanaw bessee .
43013001	Grace	Paasigaa bonchchiya gallassay gakkanaappe kasetiide , ha sa7aappe shaakettiide , Aawuwaakko biya wodii gakkeeddawaa Yesuusi ereedda ; ha sa7an de7iya barewantta ubba wode siiqeedda ; wurssethay gakkanaw unttuntta siiqqeedda .
58003017	Sin	Xoossay oytamu laythaa oonan hanqqetteeddee ? Anhay woraan atteedda asatuwaa , nagaraa ootheeddawantta gidikkinooyee ?
60001014	Recommendation	Xoossaw azazettiyaa naanaadan ; hintte kase erennaan amotteedda amuwaa kaalloppite .
45011032	Grace	Ayissi gooppe , Xoossay asaa ubbaa maarana mala , asay ubbay aw azazettennan ixxiyaa hanotaan qachcheedda .
66006006	Description	Taani de7uwan de7iya oyddu medhetatuwaa giddoppe kooshshaa malatiyaabaa sisaaddi . He kooshshay , " Itti gallassaa oosoo dirgguu bagga kiiluwaa zarggaa ; qassi itti gallassaa oosoo dirgguu itti kiiluwaa bagga banggaa . Shin zaytiyaanne woyiniyaa eessaa qohoppa " yaagiyaawaa sisaaddi .
59004010	Recommendation	Godaa sinthan hintte huuphiyaa toochchite ; qassi I hinttena dhoqqu dhoqqu oothana .
44017031	Grace	Ayissi gooppe , Xoossay wodiyaa keeri wotheedda ; he wodiyaan bare dooreedda uraan sa7aan de7iyaa asaa ubbaa bolla xillo pirddaa I pirddana ; asaa ubbaw hayquwaappe Yesuusa dentheeddawaan hewaa tumayeedda " yaageedda .
43019002	Description	Wottaaddaratuu agunthaappe akililiyaa giigissiide , A huuphiyaan wotheeddino ; qassi zo7o mayuwaakka A mayizzeeddino .
54005014	Recommendation	Hewaa diraw , nu morkketuu nu bolla haasayiyaa iitabaa demmenna mala , yalaga am77atuu asinaa geliide , na7a yeliide , barenttu golliya ayissana mala zoray .
43014011	Faith	Taani Aawuwaa giddon de7iyaawaanne qassi Aawukka Ta giddon de7iyaawaa Taana ammanite ; hewe dhayooppe , Ta oosuwaabaw Taana ammanite .
66020014	Violence	Hewaappe guyyiyan , hayquunne Si7oolii tamaa abbaan yegetteeddino . He tamaa abbay laa7etho hayquwaa .
58009026	Description	Hewaa gidintto , Kiristtoosi sa7ay medhettoodeppe doommiide daro gede waayyettanaw koshshee ; shin ha77i wodiyaa wurssethaan nagaraa dhayissanaw barena yarshshiide , laa7ethennaan itti gede beetteedda .
44013018	Description	Bazzuwan oytamu laythaa keenaa nu aawatuwa I danddayeedda .
46011033	Recommendation	Hewaa diraw , taanaadan ammaniyaawanttoo , Godaa kawuwaa maanaw hintte shiiqiyaa wode , ittu ittuwaa naagite .
66006012	Violence	Dorssay usuppuntha maatafaa dooyyeedda wode , taani be7aaddi ; biittay loythi qaaxxeedda . Awayfi karethaa mayuwaadan karexxeedda ; agenaykka mule suuthaa malateedda .
58011035	Violence	Maccawanttu barenttu hayqqeeddaawantta hayquwaappe denddina akkeeddino . Qassi haranttu qashuwaappe bilettanawaa ixxiide , keekkiyaa de7oo hayquwaappe denddanaw , ugatiide hayqqeeddino .
44016037	Violence	Shin Phawuloosi he polisiyaa kaappatuwaa , " Nuuni Roome gade asaa gidishshin , unttunttu nuuna pirdday baynnaan asaa sinthan wadhdhiide , qasho golliyaan yeggeeddino . Ha77i nuuna geeman kessi yeddiinoo ? Hanenna ; unttunttu barenttu huuphew yiide , nuuna kessino " yaageedda .
45013009	Recommendation	" Woshummoppa ; wodhoppa ; wuu77oppa ; asaabaa amottoppa " giyaa azazatuunne hara azazatuu ubbatuu , " Ne shooruwaa ne huuphiyaadan siiqa " giyaa azazuwan kumiino .
62003003	Faith	Qassi Kiristtoosa be7ana giide nashechchan naagiyaa ooninne Kiristtoosi geeshsha gideeddawaadan , barena geeshshee .
45007022	Faith	Ayissi gooppe , taani ta wozanaa giddon Xoossaa higgiyan nashettay ;
50004004	Recommendation	Godaanna hinttenttu de7iya de7uwan ubba wode nashettite ; taani hawaa gujjaadekka gay ; nashettite .
66001012	Description	Taani taw odiyaa kooshshaa be7anaw guyye simmaaddi ; xomppiyaa wothiyaa laappu worqqaa ballatuwaa be7aaddi .
58003018	Sin	Qassi Xoossay barew azazettennan ixxeeddawanttu I shemppiyaa sa7aa ubbaakka gelenna mala , unttunttussi caaqqeeddawaappe attin , oossi caaqqeeddee ?
43010008	Sin	Taappe kase yeedda ubbay kayisuwaanne paanuwaa ; shin dorssatuu unttunttu giyaawaa sisibeeyikkino .
60002018	Recommendation	Ayllatoo , hintte lo77o godatuwaa xalalawunne ashikke godatuwaa xalalaw gidennaan , iitatookka daro yayyiide moodettite .
44006013	Description	A bolla xeeseedda worddo markkatuu , " Ha bitani ha Geeshsha Golliyaanne Muse higgiyaa boriyaawaa awudenne aggenna .
47005018	Faith	Kiristtoosa bagganna nuuna barenanna sigetheedda Xoossay ubbabaakka ootheedda ; qassi I nuussi haratuwaa barenanna sigethiyaa oosuwaa immeedda .
59005010	Recommendation	Taanaadan Xoossaa kaalliyaawanttoo , waayyiyaassinne genccaassi leemisuwaa gideeddawantta , Godaa sunthan haasayeedda nabatuwaa hassayite .
44002021	Faith	He wode hawaadan hananawaa ; Godaa sunthaa xeesiyaa ooninne attana ' yaageedda .
66007012	Faith	" Amen77i ! Anjjuu , bonchchuu , aadhdheedda eratethay , galatay , sabay , wolqqay , minotethay medhinaappe medhinaa gakkanaw nu Xoossaw gido . Amen77i ! " yaageeddino .
60003003	Recommendation	Hintte hintte huuphiyaa al77o baan giigissiyaawaaninne worqqaa wothiyaawan woy al77o mayuwaa mayiyaawan hinttenttu bolla baggaa loythoppite .
55001008	Faith	Simmi , nu Godaw markkattiyaawan woy A diraw qashuwan de7iyaa tawankka yeellatoppa . Shin Xoossay new immiyaa wolqqaa keenaan taananna mishiraachchuwaa qaalaw waayyetta .
43017019	Description	qassi unttunttu tumatethaan new dummatana mala , unttunttu diraw , Taani Ta huuphiya new dummayaaddi .
66003002	Recommendation	Beegotta ! Atteeddawaanne hayqqanaw mateeddawaa menthetha . Ayissi gooppe , ne kiitay ta Xoossaa sinthan polo gidennawaa taani demmadi .
66016004	Description	Heezzentho kiitanchchay bare keriyan de7iyaawaa shaafatuuwaaninne pulttatuwan gussina unttunttu suuthaa gideeddino .
45005002	Faith	qassi I nuuna ha77i nuuni de7iyaa Xoossaa aadho keekatethaa giddo ammanuwan aheedda ; yaatina , nuuni Xoossaa bonchchuwaa shaakkanaw nuussi de7iyaa hidootaan ceeqetteetto .
49005005	Sin	Hawaa erite ; ooninne woshummiyaawaa woy tunabaa oothiyaawaa , woy miishshaa amottiyaawaa gidooppe , Kiristtoosa kawutethaanne Xoossaa kawutethaa laattanaw danddayenna ; miishshaa amottiyaawe eeqaw goyinniyaawaappe dummattenna .
58011008	Faith	Abraahaamo laattanaadan , Xoossay barew immana geedda gadiya baana mala , Xoossay barena xeeseedda wode , azazetteeddawe ammanuwaana ; I bare gadiyaappe kesiide biya wode , haqa binttonne erennaan kesseedda .
49005018	Recommendation	Qassi hinttenan Geeshsha Ayyaanay qanxxennaan kumoppe attin , hinttena bayizziyaa woyiniyaa giyaa eessaa ushiide mathottoppite .
61002002	Sin	Qassi daro asay yeellayiyaa unttunttu iita ogiyaa kaallana ; unttunttu gaasuwan tumuwaa ogii borettana .
49002018	Faith	Ayissi gooppe , nuuni ubbay , Ayihudatuukka Ayihuda gidennawanttukka , itti Geeshsha Ayyaanan Kiristtoosa bagganna Aawuwaa sintha shiiqanaw danddayeetto .
44021025	Recommendation	" Shin ammaneedda Ayihuda gidenna asatuwaa gidooppe , unttunttu eeqaw yarsheeddawaa meenna malanne suuthaa ushenna mala , bakuteedda mehiyaa ashuwaa meenna malanne woshummenna mala , nuuni yewuwaa qachchiide , unttunttoo dabidaabbiyaa xaafeeddo " yaageeddino .
44005003	Sin	Shin Phexiroosi Hanaaniyaa , " Neeni Geeshsha Ayyaanaa cimmaade ne gadiyaa zali77eedda miishshaappe shaakka ashshana mala , xalahii ne wozanaan ayissi geleeddee ?
49004014	Recommendation	Nuuni beetan yaanne haanne shocettiide , barenttu cimmiyaa hanotaan asaa balaa ogiyaa kaalethiyaa geniyaa asaa timirttiyaa carkkuwaa ubbaan sugettiidde , hawaappe sinthaw na7a gidanaw bessenna .
46006009	Sin	Woy makkalanchchatuu Xoossaa kawutethaa laattennawaa erikkitee ? Baloppite . Woshummanaw qoppiyaawanttu woy eeqaw goyinniyaawanttu woy woshummiyaawanttu woy attumawaa gidiide , attumawaanna gisiyaawanttu ,
58010025	Recommendation	Ittu ittuu shiiquwaa dooya udiide shiiqiyaawaadan , nuunikka ittippe shiiqiyaawaa aggokko ; shin Godaa gallassay matattiyaawaa hinttenttu be7iyaa diraw , ittu ittuwaa menthetheetto .
51003005	Sin	Hewaa diraw , hinttenttun de7iya ha sa7aa amotuwaa wodhite ; hewanttukka woshummiyaawaa , tunatethaa , woshummanaw koyiyaawaa , iita amuwaa , miishshaa amottiyaawaa . Yoranchchaa gidussay eeqaw goyinniyaawaappe dummatenna .
52005008	Faith	Shin nuuni gallassaa asaa gidiyaawanttu wogaan de7anaw bessee . Nuuni ammanuwaanne siiquwaa tiraan wothiyaa olaa miishshaadan oyqqiide , nuuni hidootaan naagiyaa atotethaa , birataa qoobiyaadan , huuphiyan wothanaw bessee .
55001007	Grace	Ayissi gooppe , Xoossay nuussi wolqqaa , siiquwaanne nu huuphiya naagiyaawaa immiya Geeshsha Ayyaanaa immeeddappe attin , yashshaa ayyaanaa immibeenna .
62002004	Sin	Itti uray , " Taani A eray " giide , qassi A azazuwaa naagennan aggooppe , he uray wordduwaa ; tumatethaykka aani baawa .
50002002	Faith	Yaatooppe , hinttenttu qofaan , siiquwan , wozanaaninne qofaa poluwan ittuwaa gidiide , taana polo nashechchite .
43007030	Description	Hewaa diraw , unttunttu A oyqqanaw koyyeeddino ; shin A wodii biro gakkibeenna diraw , ooninne A bolla kushiyaa wothibeenna .
54006018	Recommendation	Unttunttu lo77obaa oothanaadan , lo77o kiitaan durettanaadan , keekiyaawanttanne haratuwaanna shaakki akkiyawantta gidanaadan azaza .
43018030	Description	Unttunttu , " I iitabaa oothibeennawaa gidintto , nuuni A neekko ahokko " yaageeddino .
45014006	Faith	Itti gallassaa hara gallassatuwappe aathiide bonchchiya uray Godaa bonchchoo bonchchee ; qumaa miyaa uraykka Godaa bonchchoo mee . Ayissi gooppe , I he qumaa diraw , Xoossaa galatee . Qumaa meennawekka Godaa bonchchoo meennaan aggeedda ; qassi Xoossaa galatee .
45012012	Recommendation	Xoossay hinttenttoo immana geeddawaan nashettite ; waayyiyan genccite . Ubba wode Xoossaa woossite ;
44024023	Description	Filikise qassi Phawuloosa qachchennaan naagana malanne A dabbatuwaappe ooninne aw oothishshin , woy aakko yiishshin diggenna mala , xeetatuwaa kaappuwaa azazeedda .
46013007	Description	Siiquu ubbabaa danddayee . Ubbabaykka hananawaa giide , nashechchaan naagee . Ubbabaani genccee .
47004013	Faith	Xoossaa Maxaafay , " Taani ammaneedda diraw haasayaaddi " yaage ; he ammanuwaa ayyaanay nuussikka de7iya diraw , nuunikka ammaneetto ; hewaa diraw , haasayeetto .
52005014	Recommendation	Nuunaadan Xoossaa kaalliyaawanttoo , nuuni hinttena zoreetto ; maaray bayinna de7uwaa de7iyaawantta seerite . Yayyiyaawantta menthethite . Wolqqi baynnawantta maaddite . Asa ubbaa danddayite .
66016010	Description	Ichcheshentho kiitanchchay bare keriyan de7iyaawaa do7aa kawutethaa oydiyaa bolla gussina , he do7aa kawutethay dhumeedda . Asay bare seelaa diraw , bare inxxarssaa sa77eedda .
48006016	Grace	Ha wogaan hamettiyaa ubbatuwaa bollaninne Xoossaa asaa ubbaa bolla , sarotethaynne maarotethay gido .
44018025	Faith	Godaa ogiyaakka tamaareedda asa ; Yohaannisa xinqqataa xalalaa eriide , ayyaanan bare garssan eexettiidde , Yesuusabaa suurissiide haasayeeddanne tamaarsseedda .
46010031	Recommendation	Simmi hintte ayaanne mooppe , woy ayaanne ushooppe , woy hintte ayaanne udooppe , ubbabaa Xoossaa bonchchuwaassi oothiite .
62002027	Recommendation	Shin Kiristtoosi hintte bolla bare Geeshsha Ayyaanaa gusseedda . Geeshsha Ayyaanay hinttenan de7iya diraw , ooninne hinttena tamaarissana koshshenna ; ayissi gooppe , A Geeshsha Ayyaanay hinttena ubbabaa tamaarissee . I tamaarissiyaawe tumuwaappe attin wordduwaa gidenna . Hewaa diraw Ayyaanaa Geeshshaa timirttew azazetiidde , Kiristtoosanna ittipetethaan de7ite .
59002026	Faith	Ayissi gooppe , shemppuu shaaketteedda bollay hayiqqeeddawaa gidiyaawaadan , hewaadankka qassi oosuu shaaketteedda ammanuu hayqqeeddawaa .
44027035	Description	Phawuloosi hawaa giide , ukithaa akkiide , ubbaa sinthan Xoossaa galateedda ; menthi muussaa doommeedda .
44015020	Sin	Shin unttunttu eeqaani tuneeddawaa meenna mala , woshummenna mala , bakuteedda mehiyaa ashuwaa meenna malanne suuthaa ushenna mala , unttunttoo nuuni dabidaabbiyaa xaafanaw koshshee .
44023003	Sin	Phawuloosi he wode A , " Laa ha booshinchchaan okkeedda godaw , Xoossay neena baqqana . Neeni ta bolla higgiyan pirddanaw uttaade , wogay baynnaan taana baqqana mala azazay ? " yaageedda .
45008001	Description	Hewaa diraw , Kiristtoosa Yesuusanna de7iyaawanttu bollan pirdday ha77i baawa ;
52005009	Grace	Ayissi gooppe , Xoossay nuuna nu Godaa Yesuusi Kiristtoosa bagganna atotethaa demmanaw dooreedawaappe attin , A hanqquwaa akkanaw dooribeenna .
66020008	Violence	I Sa7an ubbasan de7iya asaa zerethaa balethanaw kessana ; hewe Googanne Maagooga geetettiyaawaa . Seexaanay abbaa shafiyaa keena zerethaa olaw shiishshana .
46006011	Grace	Hinttenttuppekka itti itti asay hewanttu mala . Shin Godaa Yesuusi Kiristtoosa sunthaaninne nu Xoossaa Ayyaanaan hintte meecettiide geeyyeeddita ; qassi xilleeddita .
55001012	Faith	Qassi taani ha metuwaa akkiyawe hewaa diraassa . Shin taani ammaneeddawaa eriyaa diraw , yeellatikke . Qassi I taw immeedda hadaraa he gallassay gakkanaw , I naaganaw danddayiyaawaa eray .
49006018	Faith	Xoossaa woossiiddinne A maaduwaa oochchiidde , ubba wode Geeshsha Ayyaanan Xoossaa woossite . Hewaa diraw , minnite ; salettoppite ; geeshshatuwaa ubbaw Xoossaa ubba wode woossite .
52001001	Grace	Nuuni Phawuloosi , Sillaasenne Ximootoosi Teselonqqen de7iya ammaniyaa asatoo ha dabidaabbiyaa xaafeetto ; hewanttu Xoossaa nu Aabbuwanttoonne Godaa Yesuusi Kiristtoosawanttoo , aadho keekatethaynne sarotethay gido .
50004005	Faith	Asay ubbay hinttenttu ashikketethaa ero ; Goday matan yaana .
46011026	Faith	Ayissi gooppe , hintte ha daabbuwaa meedda wode ubbaaninne ha xuu7aappe usheedda wode ubbaan Goday yaana gakkanawukka , A hayquwaa odiita .
59005015	Faith	Ammanuwan Xoossaa woosseedda woosay hargganchchaa pathana ; Godaykka A harggiyaappe denthana ; qassi nagaraa I ootheeddawaa gidooppekka Goday aw atto gaana .
55001003	Faith	Ta zaratuu ootheeddawaadan , taanikka taana zoriyaa geeshsha wozanaappe oothiyaa Xoossaa qammanne gallassi woossiyaa woosaan ubba wode neena hassayiyaa diraw , A galatay .
66006016	Description	Yaatiide deretuwaanne shuchchaa , " Kawutethaa oydiyan utteeddawa ayfiyaappenne Dorssaa hanqquwaappe nu bolla kunddiide , nuuna gentherkkiteeshsha !
66002017	Description	' Haythay de7iyaa uray Geeshsha Ayyaanay woosa golletoo giyawaa siso . Xooniyaa uraw taani geeman de7iya mannaappe amareeddawaa immana . Qassi taani bootha shuchchaakka aw immana ; akkiya uraappe attin , ooninne erenna ooratha sunthay he shuchchaa bolla xaafetti utteedda ' yaagee " yaagaade xaafa .
61002003	Sin	Wordduwaa tamaarissiyaa hewanttu shaloo yaaretiyaawan barenttu medhdhi akkeedda tossaan hinttena bonqqana ; benippe doommiide , unttunttu pirdday giigi utteedda ; unttuntta dhayissiyaawe beegottiide naagee .
53002011	Sin	Hewaa diraw , tumatethaa ammanibeenna ubba asatuu , nagaraa oothiyaawan nashettiyaawanttu ubbay pirddettanaadaaninne worddo gidiyaabaa ammananaadan , Xoossay wolqqaama balaa unttunttu giddo yeddana .
45002024	Sin	Ayissi gooppe , Xoossaa Maxaafay , " Ayihuda asatoo , hintte gaasuwan Ayihuda gidenna asatuwaa giddon Xoossaa sunthay bayee " yaagee .
55003008	Sin	Yaaneesinne Yambbareesi Muse yewuwaa phalqqowaadan , hewaadan qassi hawanttu , suure qofay baynnawantta ammanuwan kunddeeddawanttu , tumatethaabaa phalqqiino .
66003019	Recommendation	Taani siiqiyaa ubbaa seeraynne muray ; simmi loytha seeletta ; ne nagaraappekka simma .
45005001	Faith	Hewaa diraw , nuuni ammanuwan xilleeddawaan , nu Godaa Yesuusi Kiristtoosa bagganna nuussi Xoossaanna sarotethay de7ee ;
54004016	Recommendation	Ne huuphiyaanne ne timirttiyaa naaga . Neeni hewaa oothooppe , neenanne neeni giyaawaa sisiyaawantta ashshiya diraw , aggennaan ootha .
44026011	Violence	Ayihuda woosa golle ubbaan daro wode unttuntta muraadde , barenttu ammanuwaa unttunttu aggana mala godetaaddi ; taani wogay baynnawaa unttunttoo hanqqettaade , haray atto , hara gadiyaa katamaa gakkanawukka unttuntta metoothay .
48005019	Sin	Ashuwaa oosuu eretteeddawaa ; ikka ayee gooppe , woshummiyaawaa , tunatethaa , aadhdheedda tunatethaa oosuwaa ,
46003007	Grace	Hewaa diraw , dichchiyaa Xoossaappe attin , tokkiyaawekka haathaa ushshiyaawekka ayaanne gidenna .
46001007	Faith	Hawaadan hintte nu Godaa Yesuusi Kiristtoosa yuussaa naagishshin , ayyaanaa imotaappe haray atto ittuunne hinttenttussi paccenna .
66014002	Description	Saluwaappe kuntho haathaa gunthaanne dadaa gunthaa malatiyaa wolqqaama kooshshaa taani sisaaddi . Qassi taani siseedda kooshshay diithaa diixxiyaawanttu barenttu diithaa diixxina siseetiyaa kooshshaa malatee .
44010043	Faith	Xoossay aani ammaniyaa ubbaa nagaraa A sunthan atto gaanawaa nabatuu ubbatuu markkattiino " yaageedda .
45002007	Faith	Itti itti asatuu lo77obaa danddayan oothiino ; qassi galataa , bonchchuwaanne bayenna de7uwaa koyyiino ; unttunttoo Xoossay medhinaa de7uwaa immana .
66001004	Grace	Taani Yohaannisi , Iisiyaa gadiyan de7iyaa laappu woosa golletoo yaagay ; kase de7iyaa Xoossaappe , ha77ikka de7iyaa Xoossaappe , sinthappekka yaana Xoossaappe , qassi A kawutethaa oydiyaa sinthan de7iya laappu ayyaanatuwaappe , aadho keekatethaynne sarotethay hinttenttussi gido .
44019004	Faith	Phawuloosi , " Yohaannisi bareppe guyyiyan yiyaa Yesuusi Kiristtoosan asay ammanana mala , asaassi odiidde , nagaraappe simmiyaa xinqqataani xammaqeedda " yaageedda .
61002009	Violence	Hewaa gidooppe , Goday Xoossaw goyinniyaa asatuwaa paaciyaappe wooti ashshanentto eree ; nagaranchchatuwaa qassi ubbaappe aathiide , tuna amuwan ashuwaa amuwaa kaalliyaawanttanne qassi Xoossaa wolqqaa kadhiyaawantta , pirddaa gallassay gakkanaw Goday muriidde wothanawaakka eree . Wordduwaa tamaarissiyaa hewanttu xalanne otoranchchaa gideeddawaan , bollan de7iya bonchcho medhetaa boriinoppe attin , bonchchikkino .
58011016	Grace	unttunttu hewaa aggiide , lo77iyaa gadiya laamotiino ; hewe saluwaa gadiya . Hewaa diraw , Xoossay unttunttu Xoossaa geetettanaw yeellatenna . Ayissi gooppe , I unttunttoo katamaa giigissi wotheedda .
