index_id,category,text
993,entertainment,"Katia, baisi kalangkaran wan kabungasan nang balain salawas musim dingin, lawan banyak stasiun bukit nang manarima banyak salju wan manawarakan aktipitas-aktipitas nang kaya ski wan saluncur salju."
755,entertainment,"Hotel-hotel ngini ialah wadah urang-urang sugih wan takenal wayah ngitu bamalam, wan rancak dapat makanan miwah wan hiburan malamnya."
1239,entertainment,"""Inya manis banar wan lihai banyanyi juwa,"" ujarnya badasarakan rakaman konfrensi pers."
871,entertainment,Isi'i rumah Pian lawan kopi nang nyaman di pagi hari wan teh kamomil nang santai di malam hari.
460,entertainment,Kabanyakan tipi diulah gasan mahibur masarakat umum.
431,geography,"Turki dikulilingi lawan lautan di tiga sisi: Laut Aegean di barat, Laut Hitam di utara wan Laut Mediterrania di salatan."
1692,geography,Wadah nang luas jauh ka utara ngitu jarang panduduknya wan babarapa gurun nang parak kada bapanghuni.
743,geography,Pulau Cook kada bisi kota apapun tapi tadapat matan 15 pulau nang babeda. Nang utama ialah Rarotonga wan Aitukaki.
1720,geography,"Taman ngini mancakup 19.500 km² wan dibagi ka 14 wilayah ramah lingkungan nang balainan, masing-masing mandukung satwa liar nang balainan."
1622,geography,Sungai Amazon ngini tu sungai pamanjangnya kadua wan pangganalnya di Bumi. Sungai ini mambawa labih matan 8 kali labih hibak banyu dibandingakan sungai pangganalnya kadua.
1205,health,"Danielle Lantagne, saurang ahli panyakit dari PBB, manyambat bahuwa panyakit ini manyabar karna pasukan panjaga pardamaian PBB."
1203,health,"Sabalum kadatangan tantara, nagara Haiti kada suah bamasalah nang bahubungan panyakit itu tumatan 1800an."
566,health,Panglihatan atawa kamampuan malihat tagantung lawan organ sensor sistem pisual atawa mata.
1256,health,Susunan karistal nang sasuai ngitu ditamuakan di kamih binatang inguan nang tainfeksi waktu dibandingakan mamakai spiktruskup inframirah (FTIR).
1578,health,Lihati hulu ;abel gasan instruksi partolongan pamulaan nang spesifik juwa gasan jenis racunnya.
1936,politics,"Pas tahun 1994, bahualan ma’arah ka tarjadinya pangakuan surang Republik Transnistria di timur Moldova, nang mana baisi pamarintahan wan mata uang sorang tapi kada diakui rasmi lawan banyak nagara angguta PBB."
280,politics,"Kapala ahui protes manyambat sakitar 100,000 urang turun ka Jerman nang kaya Berlin, Cologne, Hamburg, wan Hanover."
247,politics,Agin-agin ngini batanggung jawab gasan panyadiaan layanan pamarintah wan kaadilan manurut Pasal 247 matan Kunstitusi Pakistan.
1439,politics,"Limbah pacahnya parmusuhan, Inggris mulai mamblukir jalan laut Jerman."
18,politics,"Ada prutes matan saluruh dunia, babarapa tuntutan pidana, wan bubuhan pamimpin pamarintahan Islandia wan Pakistan kaduduanya baampih."
403,science/technology,"Pamulaan perang buhannya kabanyakan batulakan di atas laut, tagal radar bamulai dirangkatakan wan jadi labih akurat kapal salam dipaksa manyalam ka bawah banyu gasan balindat supaya kada kalihatan."
1592,science/technology,"Pas pangatahuan manganai Yunani manurun, Barat mandapati dirinya taputus matan akar filusufis wan ilmiah Yunaninya."
1344,science/technology,Ion Hidrogen ngitu proton nang baisi elektronnya malapas buhannya ngitu (mulai ngitu atom hidrogen tardiri matan sabuting proton wan sabuting elektron).
556,science/technology,Atom ngitu kawa dianggap sabutingannya dasar bagian pambangun matan barataan banda.
1645,science/technology,Samacam kaya manarik karita barat ka atas bukit. Mamisahakan nukleus pulang imbah ngitu malapasakan sabagian energinya.
555,sports,Buhan atlit bisa marasa buhannya katuju sabuah produk biar pas produk ngitu tu kadada mambari manfaat nyata.
195,sports,Massa pacangan kaluar paling kada salawas musim 2009.
553,sports,"Bukah jarak manangah ngitu ialah olahraga nang kada tapi larang; katia, banyak banar juwa nang salah anggap amun mamikirakan babarapa parlangkapan nang tapakai gasan umpatan."
32,sports,"Pas mubil-mubil nang di muka Alonso maisi binsin di bawah mobil kaamanan, inya bagarak maju gasan maraih kamanangan."
13,sports,Nadal baisian 88% puin di partandingan mamanangi 76 puin di serpis pamulaan.
688,travel,Pangunjung nang waktunya tebatas sabaiknya mahabisakan waktu di lain haja.
1764,travel,"Gasan tambahan, waspadai lawan babauan manarik baruang-baruang wan satua buas lainnya, jadi hindari mambawa atau mamasak makanan nang bababu buruk wan jaga kabarsihan kemah."
1785,travel,Mamasan badahulu mambari para pangunjung katanangan pikiran kalau buhannya cagar baisi wadah guring imbah buhannya sampai di tujuan buhannya.
1941,travel,"Jalanan nang luas, gadung nang bakaca wan pusat balanja moderen dibintiki wan atap tradisiunal ubin habang, pasar abad 18, lawan masigit wan gereja tuha, biar kota ngini labih banuansa ka Eropa Mediterania katimbang Turki tradisional."
996,travel,"Di dalam barataan kasus, Pian musti batampah manalipun langsung ka parusahaan panarbangan."
