index_id,category,text
993,entertainment,"De cada manera, tenent una genia diferente de bellesa e incantu durante s’ierru, cun medas istatziones de collina chi retzint cantidades mannas de nie e frunint atitvidades comente su iscì e su snowboarding."
755,entertainment,"Custos albergos fiant ue istaiant sos ricos e sos famosos de su tempus, e a s’ispissu teniant una coghina rafinada e vida a de note."
1239,entertainment,"“Est bellighedda meda e cantat puru bene a beru”, at naradu segundu una trascritzione de sa cunferèntzia pro s’imprenta."
871,entertainment,Prena·ti sa domo cun unu cafè a bundu a manzanu e una gramamilla pro ti pasare a notte.
460,entertainment,Su prus de sas televisiones sunt fatas pro cuntentare su pùblicu generale.
431,geography,"Sa Turchia est inghiriada dae su mare dae tres chirrus: dae su Mare Egeu dae otzidente, dae su Mare Nieddu dae susu e dae su Mare Mediterràneu dae josso."
1692,geography,Sas àreas mannas prus a nord sunt populadas in manera ispaniada e calicuna est casi terra agreste no abitada.
743,geography,Sas ìsulas Cook non tenent àteras tzitades ma si cumponent de 15 ìsulas diferentes. Sas prus de importu sunt Rarotonga e Aitutaki.
1720,geography,"Su parcu coberret 19500 km² e est partzidu in 14 ecozonas diferentes, chi suportant cada una una vida agreste diferente."
1622,geography,Su riu de sas Amàtzones es su segundu prus longu e su prus mannu in sa Terra. Batit prus de otu bortas sa cantidade de abba de su segundu riu.
1205,health,"Danielle Lantagne, esperta de sa maledia de sas NU, at naradu chi s’epidemia est istada forsis causada dae sas trupas de paghe."
1203,health,"Prima de s'arrivu de sas trupas, Haiti no aiat tentu problemas de sa maledia dae su 1800."
566,health,"Sa bista, o sa capatzidade de bìdere, dipendet dae sos òrganos sensoriales de su sistema de sa bista, o ogros."
1256,health,Sa compositzione de custos cristallos currispondet a cussa agatada in s’urina de sos animales malàdios cando cumparadas cun ispetroscopia infraruja.
1578,health,Controlla s’eticheta pro sas istrutziones pretzisas de primu agiudu pro cussu velenu ispetzìficu.
1936,politics,"In su 1994, custu cunflitu aiat batidu a sa creatzione de sa autoproclamada Repùblica de Transnìtria in sa Moldova de s’est, chi tenet su guvernu e sa moneda sua ma no est reconnota dae perunu paisu membru de s’ONU."
280,politics,"Sos organizadores de sa protesta ant naradu chi 100.000 pessones sunt lòmpidas in tzitades de Germània comente Berlinu, Colònia, Amburgu e Hannover."
247,politics,Sos agentes sunt responsàbiles de frunire servìtzios guvernativos e giuditziàrios comente istabilidu dae s’Artìculu 247 de Costitutzione Pakistana.
1439,politics,"Pagu tempus a pustis de sa comintzada de sas ostilidades, sa Grandu Britànnia aiat inghitzadu unu blocu navale de sa Germània."
18,politics,"B’at àpidu protestas in totu su mundu, paritzas atziones legales, e sos capos de sos guvernos de Islanda e de Pàkistan ant dadu sas dimissiones."
403,science/technology,"A su cumintzu de sa gherra biazaiant mescamente is su pìgiu de su mare, ma dae chi sos radar aiant cumintzadu a los iscobèrrere e a èssere prus pretzisos sos sutamarinos fiant obligados a si nche andare a suta de s’abba pro evitare chi los esserent bidos."
1592,science/technology,"Cun sa mèngua de sa connoschèntzia de su grecu, s’Otzidente si fiat agatadu lassadu a foras dae sas raighinas filosòficas e iscientìficas grecas."
1344,science/technology,Sos jones de idrògenu sunt protones chi ant pèrdidu sos eletrones (ca sos àtomos de idrògenu tenent unu protone e un’eletrone).
556,science/technology,S’àtomu podet èssere cunsideradu comente unu de sos blocos de fràigu fundamentales de totu sa matèria.
1645,science/technology,Est comente a fàghere rodulare unu carru grae subra unu cùcuru. Torrare a partize su nùcleu tando lìberat parte de cussa energia.
555,sports,Sos atletas podent tènnere sa sensatzione de prefèrrere unu produtu fintzas cando non frunit perunu vantàgiu reale.
195,sports,Massa diat dèpere abarrare foras pro a su mancu su restu de s’istagione 2009.
553,sports,"Sa cursa de mèdia distàntzia est un’isport relativamente de pagu isperdìtziu; de cada manera, bi sunt pregiudìtzios subra su pagu echipagiamentu netzessàriu pro partetzipare."
32,sports,"Comente sas veturas in antis de Alonso sunt intradas pro ghetare carburante cun sa vetura de seguresa, issu at otènnidu positziones pro lòmpere a sa vitòria."
13,sports,"Nadal at regortu 88% puntos a rete in sa partida, binchende 76 puntos in su primu serbìtziu."
688,travel,Sos visitadores cun pagu tempus diant pòdere colare su tempus issoro a un’àtera parte.
1764,travel,"In prus, depes ischire chi sos fragos atirant sos orsos e àteras feras, pro cussu èvita de ti pigare in fatu recatu coghinadu chi bogat fragu e mantene netu su campu."
1785,travel,Su de prenotare in antis nche bogat a su biazadore su pensamentu de tènnere unu logu ue dormire una borta lòmpidu a sa destinatzione.
1941,travel,"Sas rugas ampras, sos fràigos cun sas caras de bidru e sos tzentros cummertziales modernos sunt pintirinados cun sas coberturas traditzionales de tèulas rujas, su mercadu de su de 18 sèculos, e sas antigas moscheas e crèsias, mancari sa tzitade tèngiat un’atmosfera prus de s’Europa mediterrànea che de Turchia traditzionale."
996,travel,"In cada casu, depes prenotare pro telèfonu deretu cun sa cumpangia."
