index_id,category,text
993,entertainment,"Впрочем, зимой это другая красота и шарм, с горными деревушками, где выпадает много снега и доступны такие занятия, как катание на горные лыжах и сноуборде."
755,entertainment,"В этих отелях останавливались богатые и известные люди тех времён, и часто у них было изысканное питание и ночная жизнь"
1239,entertainment,"""Она очень симпатичная и весьма хорошо поёт"", — сказал он, ссылаясь на стенограмму пресс-конференции."
871,entertainment,Наполните ваш дом утренним насыщенным кофе и вечерним расслабляющим ромашковым чаем.
460,entertainment,"Большинство телевизоров сделано таким образом, чтобы угодить широкой публике."
431,geography,"Турция с трёх сторон окружена морями: на западе — Эгейским, на севере — Чёрным и на юге — Средиземным."
1692,geography,"Большие области далее к северу довольно редко заселены, а некоторые из них – практически незаселённая глушь."
743,geography,На островах Кука отсутствуют города. но этот архипелаг включает 15 различных островов. Главными из них являются острова Раротонга и Аитутаки.
1720,geography,"Площадь парка — 19 500 км²; в ней выделено 14 разных экозон, каждая из которых является зоной обитания разных диких животных."
1622,geography,"Река Амазонка является второй по длине и первой по величине рекой на Земле. Она несёт более чем в 8 раз больше воды, по сравнению со второй по величине рекой."
1205,health,"Даниэль Лантань, эксперт ООН по вопросам данной болезни, заявила, что вспышка, вероятно, была вызвана миротворцами."
1203,health,"До прибытия войск государство Гаити не сталкивалось с проблемами, касающимися данного заболевания, с начала 19 века."
566,health,"Зрение, или способность видеть, зависит от органов чувств зрительной системы, а именно глаз."
1256,health,"Во время сравнения при помощи инфракрасной Фурье-спектроскопии выяснилось, что состав этих кристаллов соответствует кристаллам, найденным в моче поражённых домашних животных."
1578,health,"Ознакомьтесь с этикеткой, где приводятся особые инструкции по оказанию первой помощи при отравлении этим конкретным ядом."
1936,politics,"В 1994 году этот конфликт привёл к созданию на востоке Молдовы самопровозглашённой Приднестровской республики, которая имеет собственное правительство и валюту, но не признана ни одним государством-членом ООН."
280,politics,"Организаторы акции протеста сообщили, что в таких немецких городах, как Берлин, Кельн, Гамбург и Ганновер, собралось около 100 000 человек."
247,politics,Эти агенты отвечают за предоставление правительственных и судебных услуг в соответствии со статьей 247 Конституции Пакистана.
1439,politics,Вскоре после начала военных действий Британия устроила морскую блокаду Германии.
18,politics,"По всему миру происходили протесты, было несколько уголовных преследований, а главы правительств Исландии и Пакистана ушли в отставку."
403,science/technology,"В начале войны они в основном передвигались по поверхности моря, но когда радары начали совершенствоваться и становились более точными, подводным лодкам пришлось уйти под воду, чтобы их не могли обнаружить."
1592,science/technology,"По мере того как знание греческого языка ухудшалось, Запад оказался отрезанным от своих философских и научных греческих корней."
1344,science/technology,"Ионы водорода — это протоны, от которых отделены электроны (атомы водорода состоят из одного протона и одного электрона)."
556,science/technology,"Атом можно рассматривать, как одну из важнейших структурных единиц всех веществ."
1645,science/technology,Примерно как катить тяжелую тележку на холм. Тогда повторное расщепление ядра высвобождает часть этой энергии.
555,sports,"Спортсменам может казаться, что им нравится тот или иной продукт, даже если он не приносит никакой реальной пользы."
195,sports,"Масса не будет нигде участвовать, по крайней мере, до конца сезона 2009 года."
553,sports,"Бег на среднюю дистанцию — это относительно недорогой вид спорта, однако существует множество заблуждений насчёт небольшого количества оборудования, необходимого для участия."
32,sports,"Когда машины впереди Алонсо отправились за топливом под машину безопасности, он двинулся вверх, чтобы взять победу."
13,sports,"Надал набрал 88% всех очков в матче, выиграв 76 очков  в первой подаче."
688,travel,"Посетителям, у которых не очень много времени, лучше провести его где-нибудь еще."
1764,travel,"Кроме того, помните, что запахи привлекают медведей и других диких животных, поэтому избегайте приготовления или ношения с собой пахучей пищи, а также поддерживайте в лагере чистоту."
1785,travel,"Предварительное бронирование позволяет путешественнику не беспокоиться о том, где переночевать по прибытии в место назначения."
1941,travel,"Широкие бульвары, здания со стеклянными фасадами современные торговые центры перемежаются местами  с традиционными крышами с красной черепицей, рынком XVIII века, старыми мечетями и церквями, хотя город и имеет больше атмосферу средиземноморской Европы, чем традиционной Турции."
996,travel,В любом случае вы должны бронировать билеты по телефону непосредственно у самой авиакомпании.
