index_id,category,text
993,entertainment,"Ichaqa, ukmanmi kachalakuyninqa inallataq munay kaynin ritiy mitapi, aska urqukunayuq chaypin ritikunata chaskin chaymantataq esquí inallataq snowboard nisqapi pukllakun."
755,entertainment,"Kay samanapaq wasikunapis kasqaku qullqisapakuna chaynallataq alli-allin riqsisqa runakuna, ancha allin mikuyniyuq chaynallataq tuta kawsaypas allinpuni."
1239,entertainment,"“Payqa sinchi munaymi inallataq munaychatan takin”, paymi willakun qillqap nisqanman ina."
871,entertainment,"Paqarin wasiykipi huk sumaq miski cafewan, tutapi samanaykipaq huk sumaq mansanillawan."
460,entertainment,Yaqa llapan televisor nisqakuna runakunata ima munasqanwan huntachinanpaq.
431,geography,"Turquiaqa mama qachawan muyurisqa kimsa kuchunpi: Egeo qucha quntiman, yana qucha chinchayninman hinataq Mediteraneo quchawan qullanpi."
1692,geography,Hatun kitikunan chinchanman pisi runayuq inallataq kanmi purun kitikuna mana runayuq.
743,geography,"Cook niswa isla mana llaqtayuq, ichaqa 15 ilayuqunayuq, chayqunataq Rarotonga Aitutaki nisqakuna."
1720,geography,"19.500 km² nisqata waytapata qatan, 14 hukniraq ecozonas nisqapis rakisqa kasqan, sapankantaq hukniraq kita uywa kawsaqkunawan."
1622,geography,"Amazonas mayus iskay patapi ancha hatun wiñayninpaman kaq, chaynallataq lliw Pachamamapi hatu-hatun mayu. Apansi 8 kutita ancha achka yakuta apasqanmanta iskay patapi hatu-hatun mayu."
1205,health,"Taq kawsay amachaqkunam unquytaqa kallpachamunkuman karqan nispan nin Dabielle Lantagne, ONU nisqapi unquymanta rimaspa llankaq."
1203,health,"Wallakuna manaraq chayamushaqtin, Haití mana sasachakuyniyuq karan kay onqoywan1800 siglo nisqa pachapi."
566,health,"Rikuyqa, utaq tukuyrikuyta, ñawikunamanta atin órganos sensoriales nisqata sistema visual nisqakunamanta."
1256,health,"Kay rirpukunap tupachiynin, unqusqa uywakunap hispayninpi tarikusqan chayhina, espectroscopio infrarroja (FTIR) nisqa tupachinachisqawan."
1578,health,Sutichaqta tapurikuy akllasqa yachariykunaqa ñawpaq yanapakuypaq urqunaykipaq chay miyuhinapaqqa.
1936,politics,"1994 watapi, kay manam tinkunakuyqa aparqan paqarichiyman Transnistria Moldaviaq quntinpi, paypunillataq kamachiqniyuq hinallataq qullqiyuq, manataq riqsisqachu organización de las naciones unidas ( huñusqa suyukuna tinkuchisqa)."
280,politics,"Qapariy allichaqkunaqa niranku yaqapas 100, 000 runa Alemania llaqtakunaman Berlínman, Coloniaman, Hamburgoman, Hanovremanpas hamuy churakusqaku."
247,politics,Kay agentes nisqakunaqa umalliqmi kanku kamay yanapakuy quyta chaymantapas judiciales en virtud 247 ñiqinmanta Pakistánpa hatun kamachikyninmnata nisqatapas.
1439,politics,"chikan pacha auqanakuy qallarisqallanman, Gran Bretaña qallariran huk qarkakuyta Aleman wanpu puriyta."
18,politics,"Achka tiqsimuyuntinpi qaparispa mañakuykuna, llaqta ukupi umalliqkuna huchallisqa Islandia hinallataq Pakistan umalliqkunapas qullupunkun kamachinpi."
403,science/technology,"Hatun awqanakuy qallariptinmi yaku hanayninpi submarinukuna purirqa, ichaqa chay radarkuna qispiruptin submarinukuna yaykurqun mama qucha ukuman purinanpaq."
1592,science/technology,"nañan griegokunaq yachaynin tucucuchkan, occidenti nisqa karunchaquchkan pinsayninta ruraynintawan."
1344,science/technology,Hidorgeno nisqap kallpachaqnintan qichurusqaku kallpa qimiqnintawan (ima rayku hidorgeno nisqa uchuy kallpachaqninmi proton electronpuwan iskaynin).
556,science/technology,Iñiku nikunmanmi aswan allinmi huk yachay hatarichiypa kallman.
1645,science/technology,llasaq carro wichayman suchuchiy hinan. Taqay huki sonqonta yapamanta qespichin chay kallpamanta.
555,sports,"Atletakunaqa munankumanmi huk productuta, chanta manam beneficio realkunata quqtinpas."
195,sports,Massa hawapin kanqa kay puchuq mita tukunankama 2009.
553,sports,Chawpi pawayllaqa pisi qullqillapaqmi; ichaqa pantay hamutaykunam kan kay paway ruwanapaq.
32,sports,"Karrukuna Alonsopa ñawpaninpi risqankuman hinas karrunkuta huntarichinankukama allinpaq, payqa lluqarirusqa llalliyta apakunanpaq."
13,sports,"Nadalqa winayukun 88% net chusukunamanta pukllaykunamanta, 76 chusukunata llallispa ñawpaqninpi."
688,travel,pisi pachayuq watukuqkuna aswan allinta tukuychinman pachanta huk llaqtapi.
1764,travel,"chaynaqa, ukukunata apamun qapaykunaqa huk kita uywakunatapas, hina kaptinqa ama apaychu qapariq mikunakunata hinaqa allin pichasqa chuqllata qawariy."
1785,travel,Ñawpaqmantaraq waqaychanaymi viajerutaqa qasikayta qunqa maypi puñunantapas chayasqanpi suyachispa.
1941,travel,"Aswan hatun kikllukuna, qispiwan kachkachisqa hatun wasikuna hinallataq musuq qatuna wasikuna kachkanku ñawpa puka tejakunawan qatasqa, qatuna wasi 18 siglo nisqamanta Musulman wasi iglesiakuna, ichaqa llaqta Europa mediterraneaman rikchakuq Turquia ñawpa kawsaymanta."
996,travel,"Lliw ruwaykunapi, telefonontan aerolinea nisqawanpuni waqaychayta atinki."
