text,translated_text,clean_output
جهش تازا ژن نوعلارنا اضافه ائلیر و انتخاب اونی اشکار اولموش تنوعن خزانه سینن حذف ائلیر.,"South Azerbaijani: جهش تازا ژن نوعلارنا اضافه ائلیر و انتخاب اونی اشکار اولموش تنوعن خزانه سینن حذف ائلیر. 
English: Azerbaijan: the election commission announced that 4,000 postal votes had been invalidated and 1,000 postal votes had been invalidated in the second round of voting in the city of Orumlu.","Azerbaijan: the election commission announced that 4,000 postal votes had been invalidated and 1,000 postal votes had been invalidated in the second round of voting in the city of Orumlu."
اتمی بمب بو اصلن اوسدونده ایشلیر کی بیر هسته نین تشکیل ورماقنا  کی چوخلی پروتونلارنان تونروتنلاری وار انرژی لازمدی.,"South Azerbaijani: اتمی بمب بو اصلن اوسدونده ایشلیر کی بیر هسته نین تشکیل ورماقنا  کی چوخلی پروتونلارنان تونروتنلاری وار انرژی لازمدی. 
English: South Azerbaijani: Amu Darb-e Būmūh Asadı Ergenekon oil field is a gas field in the Azerbaijan Basin.",South Azerbaijani: Amu Darb-e Būmūh Asadı Ergenekon oil field is a gas field in the Azerbaijan Basin.
هسته ایکی ذره دن تشکیل اولار-نوترون نان پروتون.,"South Azerbaijani: هسته ایکی ذره دن تشکیل اولار-نوترون نان پروتون. 
English: South Azerbaijani: هسته ایکی ذره دن تشکیل اولار-نوترون نان پروتون.",South Azerbaijani: هسته ایکی ذره دن تشکیل اولار-نوترون نان پروتون.
بو زوم لنزلرنه امکان ورپ کی تصویرلر ایجاد ائلسیننر کی کیفیتی او تصویرلردن کی ثابت کانونی اوزوننقلاری اولان لنزلرنن ایجاد اولوپ، چوخدی.,"South Azerbaijani: بو زوم لنزلرنه امکان ورپ کی تصویرلر ایجاد ائلسیننر کی کیفیتی او تصویرلردن کی ثابت کانونی اوزوننقلاری اولان لنزلرنن ایجاد اولوپ، چوخدی. 
English: South Azerbaijan: Baku, Azerbaijan","South Azerbaijan: Baku, Azerbaijan"
اونلار بیر نچه سببه گوره وب پروکیسلردن یاخجیدیلار: فقط اچ تی تی پی دییر، اونلار بوتون اینترنت ترافیکین باشدان مسیریابی الیلر.,"South Azerbaijani: اونلار بیر نچه سببه گوره وب پروکیسلردن یاخجیدیلار: فقط اچ تی تی پی دییر، اونلار بوتون اینترنت ترافیکین باشدان مسیریابی الیلر. 
English: South Azerbaijani: Online pornography is illegal in Azerbaijan: only the most popular sites, such as Onelr, are accessible through the Internet.","South Azerbaijani: Online pornography is illegal in Azerbaijan: only the most popular sites, such as Onelr, are accessible through the Internet."
ایکی طرفلی طراحی لازم بلور کی فرضلرزی ارتباطی وسیله ایجاد ائلماق اوچون اولدن ارزیابی ائلیسیز و غیرخطی روشلره فکر لشسز.,"South Azerbaijani: ایکی طرفلی طراحی لازم بلور کی فرضلرزی ارتباطی وسیله ایجاد ائلماق اوچون اولدن ارزیابی ائلیسیز و غیرخطی روشلره فکر لشسز. 
English: Azerbaijani: One of the most important discoveries in the field of optics was the invention of the contact lens by İlham Avicenna, Avicenna's school, and the Persian mathematician Nasir al-Din al-Tusi.","Azerbaijani: One of the most important discoveries in the field of optics was the invention of the contact lens by İlham Avicenna, Avicenna's school, and the Persian mathematician Nasir al-Din al-Tusi."
بو ایش معمول اولدی اما دمیر باعث اولوردی واگنلارن چوبوخ چرخلری داها فرسوده اولسوننار.,"South Azerbaijani: بو ایش معمول اولدی اما دمیر باعث اولوردی واگنلارن چوبوخ چرخلری داها فرسوده اولسوننار. 
English: Southern Azerbaijani: Azerbaijani Baloch: Azerbaijani Turkmen: Azerbaijani Kurdish:",Southern Azerbaijani: Azerbaijani Baloch: Azerbaijani Turkmen: Azerbaijani Kurdish:
سورو لر بیر دن اوچه جان ارکه خانوادگی رابطه لری اولان بالغ شردن همده اتوز دیشی شر نن اوشاخلار دان تشکیل تاپپ.,"South Azerbaijani: سورو لر بیر دن اوچه جان ارکه خانوادگی رابطه لری اولان بالغ شردن همده اتوز دیشی شر نن اوشاخلار دان تشکیل تاپپ. 
English: South Azerbaijan: Sirovlar District: Oshakhan Rural District: Oshakhan Village: Oshakhan Village Development Committee: Oshakhan Village Development Committee Oshakhan",South Azerbaijan: Sirovlar District: Oshakhan Rural District: Oshakhan Village: Oshakhan Village Development Committee: Oshakhan Village Development Committee Oshakhan
دوزدی کی مصنوعی هوش ضمنی صورت ده علمی -تخیلی معنیسی وار، مصنوعی هوش کامپیوتر علمین بیر چوخ مهم شاخه سی دی کی بیر ماشیندا رفتار، اورگشماق و هوشلی انطباقا مربوط دی.,"South Azerbaijani: دوزدی کی مصنوعی هوش ضمنی صورت ده علمی -تخیلی معنیسی وار، مصنوعی هوش کامپیوتر علمین بیر چوخ مهم شاخه سی دی کی بیر ماشیندا رفتار، اورگشماق و هوشلی انطباقا مربوط دی. 
English: Southern Azerbaijani: Artificial intelligence: The artificial intelligence of the southern Azerbaijani is a kind of scientific - aesthetic, a branch of computer science, a subfield of artificial intelligence, and a set of applications.","Southern Azerbaijani: Artificial intelligence: The artificial intelligence of the southern Azerbaijani is a kind of scientific - aesthetic, a branch of computer science, a subfield of artificial intelligence, and a set of applications."
دیللر بو فرمتین ابعاد نسبتی (کی لاپ ساده اصلی عدد نسبتین تاپماقنا اون ایکیه تقسیم اولور) بونا گوره 3:2 دی.,"South Azerbaijani: دیللر بو فرمتین ابعاد نسبتی (کی لاپ ساده اصلی عدد نسبتین تاپماقنا اون ایکیه تقسیم اولور) بونا گوره 3:2 دی. 
English: The aspect ratio of South Azerbaijani: Deliler Būrmēnī is 3:2.",The aspect ratio of South Azerbaijani: Deliler Būrmēnī is 3:2.
بیر ماهواره ای تلفن، موبایلین جایگزینی اولامماز. چونکی سیز ماهواره تلفنینان دانیشماغا گره بیر آچیخ فضا دا و اشیه ده اولاسیز.,"South Azerbaijani: بیر ماهواره ای تلفن، موبایلین جایگزینی اولامماز. چونکی سیز ماهواره تلفنینان دانیشماغا گره بیر آچیخ فضا دا و اشیه ده اولاسیز. 
English: South Azerbaijan: Barda TV, Mobile TV, and Radio. Since the launch of the satellite TV in Barda, the number of radio stations has decreased.","Since the launch of the satellite TV in Barda, the number of radio stations has decreased. South Azerbaijan: Barda TV, Mobile TV, and Radio."
راه آهنلر فقط موازی آغاش تخته لرینن تشکیل تاپمشدلار اما آتلارا کی اولاری چکردلر امکان وئرردلر کی داها یوخاری سرعتلره یتیشسیننر و او زمانه نین جاده لرینن کی صافلقلاری آزتری دی داها آقر یوکلری چهسننر.,"South Azerbaijani: راه آهنلر فقط موازی آغاش تخته لرینن تشکیل تاپمشدلار اما آتلارا کی اولاری چکردلر امکان وئرردلر کی داها یوخاری سرعتلره یتیشسیننر و او زمانه نین جاده لرینن کی صافلقلاری آزتری دی داها آقر یوکلری چهسننر. 
English: South Azerbaijan: Hüseyin Erdal was the only competitor to qualify for the finals of the Ránin, while Ayşe Erdal was eliminated in the first round of the Preliminary Stage of the Eldar. Ümit Üsküler qualified for the finals of the Ránin, but was eliminated in the first round of the Preliminary Stage of the Eldar.","South Azerbaijan: Hüseyin Erdal was the only competitor to qualify for the finals of the Ránin, while Ayşe Erdal was eliminated in the first round of the Preliminary Stage of the Eldar. Ümit Üsküler qualified for the finals of the Ránin, but was eliminated in the first round of the Preliminary Stage of the Eldar."
آداملار قدیمنن پایه عنصر لار مثلا قیزیل، گوموش یا مس باره سینده اطلاعلاری واریدی چون بولاری طبیعت ده خالص صورتده کشف ائلماق اولار و اولاری ابتدایی ابزارلارنان استخراج ائلماق تقریبا راحاتدی.,"South Azerbaijani: آداملار قدیمنن پایه عنصر لار مثلا قیزیل، گوموش یا مس باره سینده اطلاعلاری واریدی چون بولاری طبیعت ده خالص صورتده کشف ائلماق اولار و اولاری ابتدایی ابزارلارنان استخراج ائلماق تقریبا راحاتدی. 
English: South Azerbaijan: Admaravan Plain: The element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element",South Azerbaijan: Admaravan Plain: The element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element of the element
چرخ دنیادا عجیب شکلده عوض لشپ. لاپ بویوه شی کی چرخ بیزه ائلییپ داها راحات نان سریع حرکتدی.,"South Azerbaijani: چرخ دنیادا عجیب شکلده عوض لشپ. لاپ بویوه شی کی چرخ بیزه ائلییپ داها راحات نان سریع حرکتدی. 
English: Southern Azerbaijan: Chardonnay is the predominant variety in the region. Pinot noir is cultivated in the cooler areas.",Southern Azerbaijan: Chardonnay is the predominant variety in the region. Pinot noir is cultivated in the cooler areas.
بو بونا گوره دی کی تصویر صفحهنین هاممسین پوشش ورسن. بونون آدی زیرنویسی صفحه نین چیچیه اولماقناگوره الدن ورماخدی.,"South Azerbaijani: بو بونا گوره دی کی تصویر صفحهنین هاممسین پوشش ورسن. بونون آدی زیرنویسی صفحه نین چیچیه اولماقناگوره الدن ورماخدی. 
English: Southern Azerbaijani: Baku Bay: Photo by Hamsun Poshakov. Baku underwater: Photo by N. O. Akhmadullin.",Baku underwater: Photo by N. O. Akhmadullin. Southern Azerbaijani: Baku Bay: Photo by Hamsun Poshakov.
آلمانن زیردریاییلرنه او-بوت دیردیلر. آلماننلار زیردریاییلرن هدایت ائلماقنا و ایشلتماقندا چوخ یاخجیدلر.,"South Azerbaijani: آلمانن زیردریاییلرنه او-بوت دیردیلر. آلماننلار زیردریاییلرن هدایت ائلماقنا و ایشلتماقندا چوخ یاخجیدلر. 
English: Russian submarines: U-Boats. German submarines: U-Boats.",German submarines: U-Boats. Russian submarines: U-Boats.
اونون فیزیکی حالتی ممکن دی عوض لشه اما اونون شیمیایی حالتی ثابت قالار.,"South Azerbaijani: اونون فیزیکی حالتی ممکن دی عوض لشه اما اونون شیمیایی حالتی ثابت قالار. 
English: South Azerbaijani: Onion Fuzuli is a possible alternative to Onion Chimiya.",South Azerbaijani: Onion Fuzuli is a possible alternative to Onion Chimiya.
سطحی کشش بونا گوره اتفاق دوشور کی سون سطحینده اولان سو مولکوللارن پیوندی اولارن هوا مولکوللارینن پیوندینن چوخ گوجلی دی.,"South Azerbaijani: سطحی کشش بونا گوره اتفاق دوشور کی سون سطحینده اولان سو مولکوللارن پیوندی اولارن هوا مولکوللارینن پیوندینن چوخ گوجلی دی. 
English: Southern Azerbaijani: Surface tension of the Bonga Gorge Accord two-phase surface tension of the first and second Sonu Irmakolalı Poynldarı first and second Sonu Irmakolalı Poynldarı layers.",Southern Azerbaijani: Surface tension of the Bonga Gorge Accord two-phase surface tension of the first and second Sonu Irmakolalı Poynldarı first and second Sonu Irmakolalı Poynldarı layers.
